 	e	che	cucino	</S>
a31	0.33607088	0.242412805	0.10611575	0.315400565
a24	0.322299274667	0.392918925	0.0917462466667	0.193035598333
a31	0.184991506222	0.609613175	0.0774213911222	0.127973987711
a11	0.135546928741	0.787773011667	0.0306964456074	0.0459836255037
a46	0.323674046247	0.615158537222	0.0246453768691	0.0365220251679
a41	0.632852325416	0.299439702407	0.0280155329564	0.039692413056
a20	0.707294985139	0.186629864136	0.0355524486521	0.070522660352
a36	0.628280495046	0.187929824712	0.059837261884	0.123952406784
a31	0.468540578349	0.216058588237	0.146345600628	0.169055238928
a46	0.33360353945	0.240088916079	0.220516330209	0.205791209643
</S>	0.303989619725	0.25713919304	0.224807295104	0.214063884821
