 	prima	di	andare	alla	scuola	</S>
a7	0.0002916562215	0.524418603	0.462560595	0.00095787813	0.00894248565	0.00282879805
a11	0.0001051908113	0.782655101	0.209719591667	0.000454850723333	0.00572212345	0.00134309615
a43	3.84544893667e-05	0.693541177	0.302123840556	0.000243525914444	0.00352162995	0.00053130497
a20	4.14135922556e-05	0.380957131333	0.607417546852	0.000514586318148	0.0107710229833	0.00029828235
a31	0.000194611417419	0.142481526778	0.833979692284	0.00155648910605	0.0203613323278	0.00142636655667
a20	0.0250659599258	0.0884738295927	0.662423467428	0.022706542902	0.0699263267759	0.131403892752
a31	0.0550627833086	0.133988523198	0.476892982476	0.0384021653007	0.110902703925	0.184750817584
a20	0.0491379884362	0.147965564399	0.391628967492	0.0535940227669	0.0805053276417	0.277168109195
a31	0.0709970534787	0.2184268648	0.235997822497	0.080832947589	0.0443710752139	0.349374259732
a20	0.134361097826	0.291300188267	0.164644244166	0.0748662781963	0.0572818064046	0.277546426577
a31	0.223328729275	0.209934059422	0.0998807500553	0.0561748250654	0.0653464954682	0.345335155526
</S>	0.281974074638	0.151082024711	0.0780088130277	0.0507427875327	0.0488753427341	0.389316947763
