 	sta	seduta	nel	giardino	</S>
a20	0.183090855	0.43121305	0.036644541	0.269663775	0.079387778
a17	0.239098825	0.51994667	0.0203698986667	0.183515751667	0.0370688791167
a20	0.198477815	0.459120556667	0.0244886812222	0.260332887222	0.0575800808222
a31	0.0691997952	0.535051685556	0.0269267490741	0.304605179074	0.0642165507007
a17	0.129115525267	0.480384118519	0.0222271536914	0.260373803025	0.10789935066
a31	0.165503179089	0.499174849506	0.0192425668971	0.191238991008	0.12484037922
a46	0.29919757703	0.507298999835	0.0136482269657	0.106644943669	0.0732102154067
a31	0.378078425677	0.467619383278	0.0138784573219	0.0845432045563	0.0558805102689
a20	0.332892901892	0.441423689093	0.0139465264406	0.0714451265188	0.14029176189
a31	0.398392947297	0.280906537698	0.0255967594802	0.11686180384	0.178241949963
a20	0.477291952432	0.282144295899	0.0278094964934	0.118616694613	0.094137559321
a18	0.577024500811	0.216915388633	0.0202434798311	0.0682042425377	0.11761239644
a46	0.546567846937	0.147361142878	0.0220635949437	0.0580521918459	0.225955178813
a20	0.436378982312	0.115951297626	0.0249993573146	0.0699029506153	0.352767352938
a31	0.396044947437	0.151022439209	0.0308589357715	0.121723323538	0.300350329313
a18	0.427224482479	0.194069316403	0.0440489869238	0.145856407846	0.188800798104
a31	0.428538027493	0.221982978801	0.0703201856413	0.148384199282	0.130774609368
a0	0.387153525831	0.2267902496	0.0991240618804	0.168554583094	0.118377559789
a31	0.32743115861	0.2110350032	0.125918147293	0.220965594365	0.11465007393
a8	0.278199069537	0.2102092844	0.152270242431	0.249881091455	0.10944030531
a31	0.256149763179	0.2196878348	0.170980457477	0.244641723818	0.10854020977
a18	0.25259272106	0.222383038267	0.173192029159	0.248711924606	0.103120291257
a31	0.219815653687	0.203599056089	0.169518966386	0.304822864869	0.102243485419
a17	0.199103567896	0.198006845363	0.174729215462	0.322593554956	0.105566826806
</S>	0.208951803948	0.199136357682	0.178290947731	0.268175392478	0.145445488403
