 	deve	che	entra	da	qui	</S>
a31	0.022044003	0.08398016	0.0121620315	0.1440196	0.323435685	0.41435851
a21	0.0603392766667	0.23976181	0.0143327681667	0.101742676667	0.261467671	0.322355776667
a31	0.0915158588889	0.572271803333	0.0167913280556	0.0634991159223	0.0996806183333	0.156241247089
a20	0.0561547785196	0.820733167778	0.00951354918853	0.0230175815741	0.0355588952111	0.0550219846297
a11	0.117444768397	0.789863689259	0.00694770423284	0.016605695758	0.038016206837	0.0311218949432
a31	0.159427502799	0.539826179753	0.0168897700776	0.144013591253	0.0919830269457	0.0478598976477
a37	0.109479856266	0.298127749918	0.0221989013592	0.221069573751	0.223334452315	0.125789419216
a31	0.113472257422	0.164139199973	0.0363001244531	0.278029457917	0.255163704105	0.152895226405
a8	0.210664472474	0.141902256658	0.0709067614844	0.292344815972	0.168962848035	0.115218823802
a31	0.261959064158	0.147532128886	0.107812750495	0.247192278657	0.138414782678	0.097088962934
a46	0.236603341386	0.151873262962	0.132046016832	0.243073326219	0.135162260893	0.101241790978
a31	0.239056887129	0.155430444321	0.150943688944	0.21938965874	0.133625308298	0.101554011993
</S>	0.227832683564	0.156988422161	0.164510879472	0.24450529437	0.125920576149	0.0802421334965
