 	che	consuma	poco	benzina	</S>
a31	0.47064401	0.054732336	0.022118086	0.1159946385	0.336510918
a41	0.690819436667	0.074760932	0.0162863606667	0.0521162151667	0.166017028
a31	0.813280545556	0.0511554303333	0.00883624201223	0.0245984530089	0.10212930885
a28	0.930208815185	0.0205276124444	0.00407694912741	0.0096242490563	0.0355623599
a24	0.892033405062	0.0143285391481	0.0120958070425	0.0225464121188	0.0589958274
a31	0.753260468354	0.0249008040494	0.0427201486808	0.0780880163729	0.101030552467
a11	0.582895802785	0.15068838335	0.0673977628936	0.097129319791	0.101888714156
a31	0.362394102928	0.211882921117	0.147601487631	0.169982194264	0.108139273385
a46	0.231145302976	0.186056827039	0.209311102544	0.231925651421	0.141561106462
a31	0.206596374325	0.200134329013	0.222988314181	0.22694146714	0.143339528821
</S>	0.188225077163	0.185747539506	0.25264677709	0.25339005857	0.119990564411
