 	non	ha	da	mangiare	</S>
a31	0.15227305	0.110041835	0.090927648	0.45905002	0.187707465
a20	0.131720475	0.0971290256667	0.102394046	0.477492153333	0.191264305
a31	0.0614499266667	0.177223899222	0.145589062	0.490961931111	0.124775196
a41	0.0365941582222	0.215094129741	0.141418303333	0.54795801037	0.0589354402667
a10	0.188075355407	0.16685302658	0.0663999304443	0.508352320123	0.0703194006889
a31	0.387299961802	0.25792444886	0.0513297988148	0.208553564041	0.0948922368963
a15	0.372018903934	0.252804506287	0.0542959572716	0.108763305347	0.212117342299
a31	0.305340677978	0.225224315429	0.108133494757	0.0996481451157	0.261653380766
a39	0.338947142659	0.24673290181	0.145559912919	0.110937608372	0.157822458255
a37	0.350031607553	0.224883263937	0.14599606564	0.133086379457	0.146002694085
</S>	0.308964293777	0.222327056968	0.16411866282	0.149926064729	0.154663912043
