 	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.1471063085	0.03035198	0.169333465	0.073996682	0.0247140805	0.0465448845	0.507952615
a20	0.176057126167	0.167576061	0.192779708333	0.093363304	0.0532855521667	0.0323244721667	0.284613816667
a31	0.385437945389	0.214325328333	0.126497321444	0.0786982813333	0.0667809950556	0.0239990950556	0.104261086889
a18	0.41417177713	0.137114274111	0.150611032481	0.142908743778	0.0825573593519	0.0140142666852	0.0586225952963
a31	0.15857106671	0.134632258037	0.19830218416	0.298580177926	0.145407833117	0.0199730848951	0.0445334344321
a37	0.07914493557	0.140823309346	0.290759838053	0.311804199309	0.129449531706	0.0243877842984	0.023630434144
a13	0.0529915105233	0.153344883115	0.358166689351	0.27725782977	0.100521871235	0.0311348530995	0.0265823913813
a31	0.0335274215078	0.113337635038	0.26548488645	0.384576223257	0.127615747078	0.0430964926998	0.0323616181271
a20	0.141457044169	0.080899090346	0.199709008817	0.384101494419	0.104490293693	0.0379875408999	0.0513555353757
a46	0.21648671139	0.0703317814487	0.250403736272	0.241124126473	0.059881769231	0.0569052669666	0.104866610125
a31	0.124662394463	0.0490074651496	0.315678102091	0.195725300491	0.0461497897437	0.101811693989	0.166965296708
a13	0.271353108821	0.0393832747165	0.24017867903	0.174287670164	0.0424905892479	0.0878571993297	0.144449563569
a20	0.479914169607	0.0360832932388	0.14834537001	0.108435642721	0.0354396950826	0.0533535254432	0.138428365856
a31	0.385466966536	0.0337885787463	0.115378947337	0.119969633574	0.0426131876942	0.0742388861477	0.228543818619
a46	0.410580885512	0.0359063505821	0.0906637091123	0.136067354525	0.0518951892314	0.0780470787159	0.196839416873
a39	0.591679101837	0.038724539194	0.0761918277041	0.0927715508417	0.0475336130771	0.0525000862386	0.100599251291
a41	0.562503853946	0.0534859920647	0.0806424892347	0.0811900196139	0.058193874359	0.0614258020795	0.102557928764
a46	0.456728061315	0.0748517173549	0.0910117297449	0.092505436538	0.0774494947863	0.0821696473598	0.125283849588
a39	0.407593973772	0.0914161591183	0.0956802665816	0.103258948846	0.0873167349288	0.0917147374533	0.123019121196
a8	0.360378111257	0.105792019706	0.102098305527	0.113542922949	0.0976202229763	0.100978067484	0.119590299732
</S>	0.332172720629	0.112487049853	0.106638837763	0.118250491474	0.103576278488	0.106467818742	0.120406751866
