 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.2967274175	0.0372330515	0.056538711672	0.224224753	0.1722180185	0.213058
a31	0.1150088803	0.0323867755022	0.0189048612697	0.419538551	0.291742756167	0.122418114888
a8	0.0684965562333	0.0120981214029	0.00718190228757	0.606785617	0.264618088722	0.0408196744418
a31	0.370610898744	0.0084918510343	0.00327924796252	0.467017385667	0.130961767574	0.0196388667386
a15	0.764971632915	0.00789146124477	0.00163908945417	0.164153828556	0.048230373058	0.0131136319129
a13	0.814447430972	0.0112582186483	0.0252882783514	0.089659577852	0.0398426302193	0.0195038563043
a24	0.702771143657	0.0225208052161	0.0391385987838	0.0677118016173	0.0518426800731	0.116014982101
a31	0.720501247886	0.0226127424054	0.0350318639279	0.0370666312058	0.0383518360244	0.146435724034
a18	0.661421422629	0.0200225451351	0.0426279483093	0.0229612994019	0.0221227340081	0.230844104678
a31	0.43059093421	0.0208571937117	0.0996590514364	0.0199340668006	0.0226381946694	0.406320584893
a20	0.43774259807	0.0322078572372	0.136314755812	0.0335873292669	0.0365963838898	0.323551086298
a11	0.468221309357	0.0576784470791	0.181168357271	0.0578255254223	0.0569309479633	0.178175410099
a8	0.424346369786	0.0771453070264	0.20920377909	0.0745742918074	0.0734428129878	0.141287423366
a31	0.323342851262	0.0756442390088	0.26293204303	0.0711643306025	0.0968056363293	0.170110887789
a8	0.230893061754	0.0878682963363	0.29030883101	0.0859105502008	0.120035288776	0.184983982596
a31	0.198381019918	0.0984339454454	0.23538586367	0.0926009414003	0.169155402925	0.206042847532
</S>	0.129788548959	0.0866379627227	0.242141186835	0.0762762577001	0.212719236463	0.252436823766
