 	dei	genitori	</S>
a31	0.276977118	0.287469765	0.43555307
a20	0.298888426	0.353894065	0.347217456667
a31	0.465714015333	0.351509981667	0.182775959022
a18	0.694410021778	0.217016433889	0.0885735298073
a24	0.472179357259	0.309658377963	0.218162233269
a28	0.23854567242	0.330391245988	0.431063044423
a31	0.167279400807	0.344482748663	0.488237844808
a20	0.182931863602	0.433182616221	0.383885524936
a31	0.178009321201	0.505783905407	0.316206778312
a20	0.2134732504	0.521039718469	0.265487019437
a39	0.430840200133	0.409718976156	0.159440811479
a46	0.575434633378	0.284700542052	0.13986484216
</S>	0.589216916689	0.250938066026	0.15984504608
