 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
a39	0.58942796	0.05411408	0.062031248	0.023512972	0.165907339	0.00480038535	0.04940594425	0.00212690415	0.00149246477	0.01388373708	0.003122728925	0.01179908913	0.01323915937	0.00235150743	0.0027845364
a31	0.316805459	0.3505474	0.0493049676433	0.0204651768907	0.154842749459	0.0025317881322	0.0464763759633	0.0017957496882	0.00142859561667	0.0143548728267	0.003056586075	0.0124692067767	0.0214016174567	0.00230177192167	0.00221771303571
a8	0.118549625333	0.436892955333	0.0211398855244	0.00909370018757	0.0662524669453	0.00287023082627	0.0371231278678	0.0212903030009	0.00750903729889	0.0523167807422	0.0360875809917	0.104491115326	0.0675480888189	0.0114179422856	0.00741717874761
a31	0.0493372174443	0.162264037111	0.0118025078181	0.00532049987586	0.0367657440651	0.00299138165209	0.0340337843093	0.0278259112203	0.0095655168263	0.0654264871474	0.0473435797972	0.154735019775	0.36891046294	0.0144994412752	0.00917841469587
a20	0.0565552214814	0.096510839037	0.0337050105827	0.00687239277195	0.0481626157717	0.0116676768274	0.0503231597898	0.0931108482934	0.0057953230021	0.0405328982825	0.0206130033991	0.0830597462583	0.425351110313	0.00596600410507	0.0217741393453
a31	0.120194890494	0.179597509679	0.0829163468609	0.00992039059065	0.0538833217572	0.0182922542758	0.0617376365966	0.117929677098	0.00945488233403	0.0385259310942	0.0219041377997	0.0523985264194	0.173897656104	0.015948978535	0.0433978817818
a13	0.183731303498	0.253382743226	0.133198528954	0.0106271535302	0.0298913484191	0.0227625014253	0.0362250038655	0.056356817366	0.00949755554468	0.0305313990314	0.0251645205999	0.0418772214731	0.0936640537013	0.022073793845	0.0510160559273
a18	0.226940731166	0.248219654409	0.152308752985	0.0111271131767	0.024636148473	0.0255646868084	0.0379749429552	0.0596609797887	0.00865238994823	0.0297825660105	0.0227332208666	0.0348174581577	0.0538230695671	0.0130392854483	0.0507189739758
a31	0.174709474389	0.267556404803	0.0971038023283	0.00854557962557	0.0142139678243	0.0154158829361	0.0507942809851	0.0565165992629	0.0243649523161	0.0377240190035	0.0598570222889	0.0558619370526	0.0878719765224	0.0134909883161	0.0359731079919
a20	0.26698836213	0.235262048268	0.0422307644428	0.00587496260852	0.00669766527477	0.00786548271203	0.079342548995	0.031912395421	0.0371241921054	0.0336114164345	0.0719083614296	0.0598293573509	0.0907013469741	0.0134943681054	0.0171567510306
a39	0.401913354043	0.287433876089	0.0347904784809	0.00331763400284	0.00314260412492	0.00397202637068	0.0754884683317	0.018608616807	0.0282949500351	0.0225556042448	0.0393874748099	0.0311106824503	0.0349928477914	0.00796368736847	0.00702771567687
a13	0.373882108014	0.32999871203	0.0296119894936	0.00261613270095	0.00162514960831	0.00255598472356	0.0718794527772	0.018778257269	0.0255862716784	0.0264599934149	0.0491598519366	0.0356557391501	0.0184020125971	0.00934694845616	0.00444138519229
a31	0.259712840005	0.26645489401	0.0159011918312	0.00312680030032	0.00236317986944	0.00313176464119	0.111641507592	0.0352763087563	0.0259686508928	0.035894271805	0.0688955856455	0.0626777917167	0.0842359668657	0.0122213748187	0.0124978580641
a18	0.225152194002	0.207098048003	0.00888284494373	0.00366326800011	0.00330145742315	0.00338475441373	0.113519835864	0.0386700569188	0.104250381631	0.0312178841683	0.0567833138818	0.0682111959056	0.106902744289	0.0132526621062	0.015709355588
a31	0.209023762167	0.104395093168	0.00675655744791	0.00402552583337	0.00829237747438	0.00633399613791	0.212875461955	0.0579036313063	0.14136910721	0.0352930876228	0.0508993949606	0.0537320703019	0.0469700580963	0.0189856548687	0.0431442054293
a37	0.0997627315557	0.0474995148893	0.00442074218264	0.00403619687779	0.00974505619146	0.0072409217793	0.244461100652	0.0708690154354	0.22993582907	0.0406725835409	0.0586993099869	0.0686025417673	0.0348836140321	0.0254581039562	0.0537127361431
a18	0.110126963852	0.0314433042964	0.00598589896088	0.00729819962593	0.00807121043049	0.00630147332643	0.215538106884	0.0471720784785	0.319561446357	0.0239605625136	0.0533381439956	0.0908152752558	0.032776402344	0.0242237946521	0.023387160381
a31	0.0926210736173	0.0157283551988	0.00581659908696	0.00755963674198	0.0106363034768	0.00736025427548	0.284161665628	0.0687635594928	0.243161795452	0.0308513425045	0.0521501276652	0.0700817377519	0.0237719201147	0.0405255775507	0.0468100774603
a20	0.0542268162058	0.0121068378329	0.00360290879565	0.00471711554733	0.00855557785893	0.00560309949183	0.221649365209	0.0818582381643	0.313769541817	0.0362131895015	0.0543067098884	0.0677020839173	0.0272053900382	0.0510627591836	0.0574203808201
a31	0.0433330617353	0.0109586392776	0.00270521419855	0.00361607934911	0.00580362365298	0.00412259849728	0.159398381736	0.0838848077214	0.351523237272	0.0368101061672	0.0539348352961	0.0646594059724	0.0278575843461	0.0902642130612	0.06112819394
a29	0.0348048709118	0.0083637477592	0.00212196633285	0.0029111709497	0.00471006808433	0.00349297769909	0.138756453912	0.0858180925738	0.384926302424	0.0370660233891	0.0508975237654	0.0557260899908	0.0254602421154	0.10337742202	0.0615670443133
a31	0.0333559419706	0.00740990811973	0.00187895647762	0.00268978638323	0.00409978606144	0.00329073673303	0.123565517971	0.0892206141913	0.401306694141	0.0367779321297	0.0504114789218	0.0516077166636	0.0236046717051	0.11065569834	0.0601245944378
a11	0.0344064199902	0.00683852757324	0.00204973142587	0.00276067489441	0.00425395812048	0.00360031997768	0.11892745599	0.0952266880638	0.400517958047	0.0377752580432	0.0495081596406	0.0464417355545	0.023453082235	0.113964629447	0.0602754678126
