 	ho	finito	di	scrivere	</S>
a38	0.029078915	0.052102428	0.3617907295	0.4732663585	0.083761576
a31	0.354812400667	0.0535264566667	0.357134179167	0.162137186367	0.0723897855803
a15	0.675878100222	0.0577792628889	0.180855232389	0.0553930535223	0.0300943421071
a18	0.523611713407	0.155527960963	0.167754127463	0.0683672713741	0.084738917369
a31	0.282354127802	0.422184796988	0.116721951488	0.079061317458	0.0996778024563
a37	0.184107239267	0.458665955663	0.0669146121627	0.243162942819	0.0471492341521
a31	0.309744166422	0.292254901888	0.0744548667209	0.29352829394	0.0300177560507
a0	0.311477597807	0.257567687296	0.0845865122403	0.31149140098	0.0348768186836
a31	0.219347374936	0.289109489099	0.130792890747	0.31768714466	0.0430631452279
a18	0.335518668312	0.293209836366	0.139002658582	0.174655295887	0.057613602076
a31	0.412467779437	0.227635242122	0.154864144527	0.131612238296	0.0734206360253
a39	0.485461623146	0.176883087374	0.165544513509	0.093829132432	0.0782816506751
a20	0.525577564382	0.124161933791	0.108187886503	0.133999030811	0.108073566892
a31	0.407579691461	0.137115082597	0.213211418834	0.126029915604	0.116063868964
a8	0.310877827154	0.165602104199	0.272304426278	0.123608953868	0.127606692988
a20	0.291948709051	0.1723374114	0.206775132093	0.166959547956	0.161979204329
a31	0.268147729684	0.198097267133	0.218115717364	0.158611092652	0.15702820811
</S>	0.259917104842	0.220168803566	0.243052288682	0.136500001326	0.140361839055
