 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
a20	0.0053038935	0.00267363545	0.00133827257	0.369582077	0.1736433215	0.37059828	0.0623337015	0.0083105188	0.0062162895
a8	0.0070965894	0.00231779910333	0.000724642686667	0.162241573667	0.2983042705	0.461499463333	0.0553785721667	0.0087715886	0.00366547595
a31	0.0132633801333	0.000908978898443	0.000339323365922	0.0874526912223	0.248229038167	0.596418127778	0.0471600223889	0.00492661013333	0.00130185211553
a23	0.0348298870444	0.0421113959768	0.00388212294234	0.0638813837408	0.138780577389	0.531130512593	0.115479987463	0.0608834233111	0.00902072738738
a31	0.0541435473481	0.0867273453256	0.00557681594745	0.0463178914136	0.0984209257963	0.251079954198	0.152072423821	0.269372204437	0.0362888657958
a10	0.070001449116	0.0816678751085	0.00283942364915	0.0302885273045	0.0443068219321	0.131422026733	0.155410449274	0.428982828146	0.0550805779319
a24	0.119103311372	0.105516738369	0.00176494324972	0.0249607734348	0.019570179644	0.0779084142443	0.192127256425	0.401687812715	0.0573605519773
a31	0.171558127124	0.12639751279	0.00318852674991	0.0350945454783	0.024289354548	0.0587967400814	0.148038522475	0.386100734238	0.0465359459924
a41	0.229881919041	0.114937065597	0.00507888684997	0.0512305851594	0.0311641401827	0.0679091686938	0.0983319011583	0.320475408079	0.0809909306641
a7	0.284263703014	0.158690813199	0.00505263368332	0.0508731183865	0.0193010590609	0.0606141795646	0.0876054997194	0.227143096026	0.106455858555
a5	0.335260174338	0.196090437733	0.00511312196111	0.0430684327955	0.011447266087	0.0488751365215	0.0616282459065	0.202144268675	0.0963728978517
a37	0.378846484779	0.157868967244	0.00968951692037	0.0346199575985	0.0139512670957	0.0455949498405	0.0785351753022	0.156209402892	0.124684285951
a31	0.281537081593	0.0984665430813	0.00988371547346	0.2535247892	0.0262300336986	0.0637545209468	0.0765874101007	0.0906673142973	0.099348572317
a46	0.256980783864	0.0591268260271	0.0119971646578	0.3242000804	0.0383907222329	0.0633678316489	0.1165420817	0.0566585114324	0.0727359677723
a8	0.287006617955	0.0405198576757	0.0230542945526	0.131718436133	0.0540562050776	0.0528065895496	0.259364707233	0.0506104618108	0.100862842591
a31	0.199171625985	0.0335237598919	0.0203658131842	0.205886104044	0.0982328283592	0.0737870595165	0.249471779078	0.0345756076036	0.084985486197
a29	0.305652085328	0.0395024116306	0.0187577827281	0.229536036015	0.0961346884531	0.0695718971722	0.136257593026	0.0400288715345	0.0645586540657
a11	0.425438995109	0.0440705148769	0.038231774576	0.148429613338	0.0666904718177	0.0541654243907	0.107358351009	0.0484582658448	0.0671565626886
a37	0.334025175036	0.0522657782923	0.072840874192	0.142511174446	0.0850079859392	0.0696470914636	0.120587457003	0.0536556922816	0.0694587622295
a31	0.218338135012	0.0547730410974	0.0736325287307	0.159304671482	0.0965222439797	0.0791036604879	0.112082048001	0.0766279924272	0.129615674076
a24	0.194702611671	0.0628679966991	0.0652457955769	0.162031950494	0.0924653479932	0.081448458496	0.0939316883337	0.0920152708091	0.155290904692
a31	0.166735002557	0.0612172965664	0.0614028551923	0.107379706831	0.0709310159977	0.0667802094987	0.0807989001112	0.17237651027	0.212378541564
a33	0.123677106186	0.0654894918555	0.0654891450641	0.095281022277	0.0701781953326	0.0687920748329	0.0753373473704	0.202789996757	0.232965635855
a20	0.132692832062	0.0931645906185	0.0923900970214	0.106178775426	0.0950123164442	0.0943034682776	0.0981172857901	0.138447598919	0.149693025618
</S>	0.130159401031	0.0999853303092	0.0995640715107	0.110439769713	0.102235910222	0.101502724139	0.104575667895	0.122501899459	0.129035200309
