 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.0737210425	0.17065025	0.187376677	0.124977165	0.17400401	0.11038046	0.158890345
a8	0.0408845035	0.360450393333	0.0784466963333	0.100329550667	0.18803266	0.157820186667	0.0740359728
a20	0.0173203905667	0.370238392444	0.0329983517778	0.0491373490557	0.124737383333	0.347814612222	0.0577535087333
a8	0.0277629865889	0.152314341815	0.0222630652593	0.0254149221852	0.132829811111	0.502394037407	0.137020842911
a31	0.0305872262963	0.0762600792717	0.0224673144198	0.0590738667284	0.169221237037	0.501886979136	0.140503283637
a37	0.0547296915321	0.0660315070906	0.0241897274733	0.280805712243	0.144689769012	0.354604422712	0.074949165879
a10	0.090365023844	0.0596615133635	0.0236693241578	0.380009847414	0.112933346337	0.154803567237	0.17855738396
a31	0.058716694348	0.0340190777878	0.0136760963859	0.471170005805	0.139471355446	0.089064649079	0.193882120453
a21	0.0925143411827	0.0356633499293	0.0109714591286	0.608108035268	0.109251105149	0.036596540693	0.106895155951
a31	0.120134769728	0.0496826233098	0.0189877700429	0.603178511756	0.083152288383	0.0310035038977	0.093860494317
a10	0.0781477292427	0.0432695984366	0.017837654781	0.696089470585	0.0777335061277	0.0291573941326	0.0577645987723
a17	0.0992071097476	0.0441157448122	0.0154874756937	0.688667923528	0.0545026477092	0.0169584478775	0.0810605945908
a20	0.171416243249	0.0632841029374	0.0333933722312	0.515753754509	0.0562048749031	0.0148752956258	0.145072318197
a31	0.219690451083	0.107607584312	0.0479046360771	0.317348131503	0.087968268301	0.0405197518753	0.178961186066
a39	0.188273830361	0.122296301437	0.0385922850257	0.339422890501	0.1150336161	0.0549292472918	0.141451865355
a31	0.153894863454	0.117495997146	0.0270153956752	0.345550390167	0.1602456787	0.0786787190973	0.117118978452
a8	0.165993121151	0.144744042382	0.0469980982251	0.220279326722	0.186536869567	0.108496591699	0.126951939484
a39	0.172838170384	0.160793444127	0.0833733877417	0.187718768907	0.168633183189	0.1071951359	0.119447888161
a8	0.159255750128	0.149122141376	0.104064627581	0.207607532969	0.150958134396	0.108599693633	0.120392101054
</S>	0.149579665064	0.138139655688	0.110833338791	0.240101566484	0.136325102198	0.106327739316	0.118692915527
