 	che	vende	buon	pane	</S>
a17	0.2526117085	0.05628441	0.49628748	0.1122017	0.0826146785
a31	0.0955341085	0.0346612424333	0.489076286667	0.343965626667	0.036762753933
a11	0.0424635431667	0.0119138269444	0.569897875556	0.363459041222	0.0122657822917
a39	0.255060014722	0.0418929893481	0.544149905185	0.150252002741	0.00864515231157
a35	0.588185138241	0.0587731794494	0.222553677395	0.10615613758	0.0243319334372
a39	0.58819483608	0.0331844228165	0.0967422031317	0.10090913586	0.180969461146
a31	0.42409585536	0.198331374272	0.0577702433772	0.08892420862	0.230878338049
a24	0.502390628453	0.284932084757	0.0467399931257	0.05488054954	0.111056747016
a18	0.498802596151	0.191982588252	0.0524926490419	0.0496905018467	0.207031679005
a31	0.301299715384	0.216899886084	0.123132373014	0.0934469126156	0.265221146335
a13	0.301386125128	0.239738488695	0.160833556005	0.122968427539	0.175073442112
a31	0.302958375043	0.228087482898	0.172689403668	0.142534962513	0.153729810704
a46	0.242751068348	0.222222507633	0.197414727889	0.171705290838	0.165906450235
a8	0.235161739449	0.214683169211	0.19029412263	0.181980750279	0.177880250078
</S>	0.232403929725	0.211078139605	0.188975406315	0.185121125139	0.182421390039
