 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.0517638215	0.00712369515	0.4608103905	0.0198546375	0.008628254	0.21314249625	0.044847823	0.1855364895	0.008292389
a28	0.0520978581667	0.00584111265	0.165444369167	0.0592927101667	0.010007609	0.228655937083	0.180355482333	0.279181919833	0.019123003
a37	0.0281237160556	0.0106193633833	0.081812358389	0.198247520056	0.0132934233333	0.119825602361	0.258904690778	0.264192659944	0.024980709
a20	0.0306992920185	0.0165026744611	0.059175485463	0.250120526685	0.0351356191111	0.127311762454	0.228064176926	0.231760853315	0.021229633
a37	0.0361016993395	0.0122838041204	0.0382285021543	0.378201045562	0.0503204897037	0.133973352485	0.169071242309	0.165991617772	0.0158282645333
a24	0.0982475707798	0.00686453667347	0.0262949117181	0.412449365187	0.120585493235	0.145771532495	0.0799048667697	0.100270160924	0.00961156404443
a21	0.12304908626	0.00541584455782	0.0203286624394	0.432739761729	0.146892971745	0.139335106165	0.0485443849232	0.0760113219747	0.00768283301481
a28	0.138018518087	0.00675297551927	0.0193775546798	0.423891387243	0.152681874582	0.131356537388	0.0450739476411	0.0717868939916	0.0110603010049
a24	0.213034279362	0.0138857885064	0.0253662108933	0.194857392414	0.203225978194	0.157696109129	0.064349560547	0.106025284664	0.021559380335
a31	0.160715405454	0.0127555766688	0.0256581746311	0.383175597471	0.135343775598	0.0999963661763	0.0570190451823	0.106148203555	0.0191878405117
a20	0.107020177485	0.0166170687229	0.025965222877	0.520000365824	0.0775172047327	0.0882013585254	0.0513722480608	0.086619933185	0.0266864282372
a24	0.135060482495	0.0267719845743	0.0396561652923	0.307280231941	0.0814268982442	0.136297086175	0.0897181593536	0.135514357728	0.0482746170791
a20	0.130897300832	0.0324045731914	0.0649641984308	0.18180676398	0.0789660427481	0.148511298725	0.125669203118	0.174102835909	0.0626777390264
a33	0.113702776944	0.0422467643971	0.0776236928103	0.158206777993	0.075541350916	0.159228429575	0.134346621039	0.160134865303	0.0789686930088
a20	0.102052992315	0.0506677781324	0.0815037462701	0.155462979331	0.0713877036387	0.177551356525	0.12917204368	0.144187595101	0.0880137710029
a31	0.066749799105	0.0376672855441	0.126906637423	0.210837986444	0.0486341422129	0.137126349508	0.115383071227	0.188700685034	0.0679940023343
a3	0.0609293513683	0.0355262480147	0.122037243141	0.342079575481	0.046246885071	0.0829398585027	0.0870150937423	0.177499338345	0.0457263904448
a20	0.0946144637894	0.0880285793382	0.070401775047	0.380685891827	0.0762298716903	0.0771807775009	0.0672852012474	0.0984501594483	0.0471232978149
</S>	0.103180306895	0.126264109669	0.0660348075235	0.347170825914	0.0862539008451	0.0771825537504	0.0630695856237	0.0815251947241	0.0493187539074
