 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
a8	0.01476497785	0.0137283202	0.0443788658	0.19649047825	0.027847956	0.0339942205	0.120642843	0.0689964215	0.108434449125	0.189278969	0.181442454
a31	0.01597834395	0.0161384840667	0.0443455741	0.195428838417	0.0269936371333	0.0679715591667	0.377049014333	0.0883199838333	0.0362472085083	0.0649312176667	0.066596099677
a20	0.0314183193167	0.181780095356	0.0257730202	0.0847239718057	0.0139380148444	0.0641177012222	0.421932288111	0.108825341278	0.0128963648528	0.0313046425556	0.0232902427693
a46	0.0535641154389	0.330204181785	0.0350259400667	0.0650865672686	0.0106172626148	0.0247764375741	0.22893679937	0.194438013759	0.0104937059176	0.0322750555185	0.0145819324564
a10	0.059658258813	0.297029067262	0.0371750000222	0.0549379780895	0.00958236020493	0.012741548858	0.170392606457	0.28776308792	0.0125841429725	0.0370240218395	0.0211119451521
a17	0.0606915109377	0.217275639087	0.0308903833407	0.0404166673632	0.0281894984016	0.0492632769527	0.174828812152	0.256185475973	0.0377260203242	0.0561674656132	0.0483652850507
a31	0.0691024483126	0.209672599696	0.0546402577802	0.0316718624544	0.0336611859339	0.0731506179842	0.186892187384	0.170650711991	0.0439941678414	0.0699320268711	0.0566319463502
a20	0.0645877907709	0.189526739899	0.0613867345934	0.0443269118181	0.0404130901113	0.198269034995	0.143601199128	0.105312303664	0.0306937380138	0.0717389156237	0.0501435481167
a8	0.0794993569236	0.2402038933	0.0371300988645	0.0503053152727	0.0604541317038	0.257624629665	0.092835576376	0.041399379888	0.0320382590046	0.0606827285412	0.0478266407056
a20	0.111570888975	0.3185941211	0.0356396872882	0.0382913687576	0.0691133059013	0.237935767888	0.0684844371253	0.0181219654293	0.0259998746682	0.0418013985137	0.0344471802352
a31	0.149665752992	0.308423537033	0.0446624990961	0.0293323955859	0.0532185532004	0.207813256629	0.0846230253751	0.0242247582764	0.0187305112227	0.0523818251712	0.0269238947451
a39	0.152183330997	0.258044715678	0.0424864813654	0.0388698255286	0.0385271343001	0.158921762876	0.082013154125	0.0309056557588	0.0339359570742	0.0891061183904	0.0750058595817
a31	0.0873049903323	0.129793350559	0.0364905911218	0.0824323751762	0.0494541921	0.175055447625	0.116599335708	0.0653675949196	0.0448942276914	0.107622182797	0.104985710861
a33	0.0940074901108	0.106487358853	0.0379095850406	0.0967237883921	0.0510802707	0.144815435875	0.124829192903	0.0795000856399	0.0520164965638	0.105264080932	0.107366231287
a31	0.0891298515703	0.082096362951	0.0286400866802	0.082512319464	0.0528978489	0.117728975292	0.0707522546343	0.0732306792133	0.0691419108546	0.146716866977	0.187152843762
a18	0.0898711320568	0.099753384317	0.0317418118934	0.0886410331547	0.0627386933	0.101378497097	0.0566128042114	0.0794103564044	0.0696678536182	0.139531498992	0.180652928921
a31	0.0924644370189	0.108923779106	0.0349718086311	0.0867009277182	0.0640143004333	0.090680549699	0.0413254247371	0.0890965221348	0.0801890128727	0.116329776331	0.195303437307
a23	0.0736802853396	0.0970163673687	0.0385856015437	0.108807515906	0.0744352844778	0.0809070618997	0.0350299882457	0.102361750712	0.0908711759576	0.103585075444	0.194719845769
a31	0.0754856384465	0.105208048123	0.0459995571812	0.127613755302	0.0852980048259	0.0838541672999	0.0307364810819	0.0998349135707	0.0920807686525	0.0918496184813	0.162039025256
a39	0.0771023841488	0.105250391708	0.0519863790604	0.136799078434	0.093253964942	0.0884766604333	0.0289089813606	0.0961086445236	0.0878131928842	0.0861197211604	0.148180601752
a31	0.0855917677163	0.120999460569	0.0590901216868	0.140588646145	0.096520048314	0.0987007998111	0.0315846051202	0.0932842348412	0.0850039489614	0.0774850520535	0.111151330584
a24	0.0828723742388	0.11816411019	0.0610225692289	0.158137045382	0.0968727361047	0.0964557216037	0.0347760493734	0.0895229149471	0.0813378243205	0.0789450526845	0.101893654195
a20	0.0866754764129	0.114429193397	0.064452953743	0.191205368461	0.106235278702	0.0876518018679	0.0414526447911	0.089767731649	0.0952328547735	0.0554928235615	0.067403913065
</S>	0.0813639407065	0.104455461699	0.0620832628715	0.189363314231	0.103181524351	0.082214357934	0.0449507863956	0.102918015824	0.114322802387	0.0515192827808	0.0636272730325
