 	non	aveva	cosa	a	fare	</S>
a31	0.250832613	0.015465271	0.3972754475	0.044455622	0.073775096	0.218195972
a18	0.250915021	0.012057137	0.166347029167	0.0223204106667	0.285306049333	0.263054384
a24	0.144056800333	0.0190996633333	0.248746191389	0.0390685562222	0.400044766444	0.148984024667
a20	0.288491496778	0.0289344131111	0.288033923796	0.0537729347407	0.264854355481	0.075912874889
a31	0.530295665593	0.0339621123704	0.136182682265	0.0450305009136	0.16888691016	0.0856421282963
a18	0.549345665198	0.0345940554568	0.0715194860883	0.0356773739712	0.0968811183867	0.211982296099
a31	0.463458178399	0.0310885094856	0.0526882330294	0.0307092196571	0.0755729461289	0.346482905366
a17	0.464500746133	0.0482425154952	0.0739856876765	0.041629673219	0.077139582043	0.294501778455
a20	0.427681055378	0.0772529384984	0.100184925892	0.0627499564063	0.099402440681	0.232728676152
a31	0.313835285126	0.0876999561661	0.0945264466307	0.0757949141354	0.0954307568937	0.332712632051
</S>	0.244978042563	0.086776278083	0.0827665103154	0.0760994070677	0.0912932234468	0.418086516026
