 	venne	scritto	</S>
a31	0.56118593	0.13583077	0.302983234
a28	0.513042136667	0.346709643333	0.140248169
a8	0.406097638889	0.472302677778	0.121599644667
a31	0.495171966296	0.366234779259	0.138593224889
a20	0.504985908765	0.31612305642	0.178891048296
a31	0.463009709588	0.279845938807	0.257144382765
a13	0.371344616529	0.350773846269	0.277881527588
a29	0.350246018843	0.420041155423	0.229712789196
a39	0.321526906281	0.381764415141	0.296708669732
a31	0.31842170876	0.324945985047	0.356632316577
a35	0.356736696253	0.328373025016	0.314890288859
a31	0.359642538751	0.329235115005	0.311122346286
</S>	0.349639209375	0.336230257503	0.314130523143
