 	sul	muro	vuole	uno	specchio	</S>
a31	0.490789165	0.0199747808	0.0391516335	0.0250547698	0.07955596085	0.34547368
a39	0.630730188333	0.0206292564667	0.0727016401667	0.0386500731333	0.0670600575167	0.170228773333
a35	0.457558272778	0.0393342051556	0.183190226722	0.125987317711	0.112539832506	0.081390136111
a31	0.358068644259	0.0508656090519	0.254606145574	0.16435220257	0.130651834169	0.0414555837037
a2	0.544381424753	0.042032458684	0.191932906858	0.0984117938567	0.0977284080563	0.0255130799012
a0	0.750820674918	0.0258821598947	0.0885858956193	0.0406806138522	0.0477610358521	0.0462697139671
a20	0.817913174973	0.0231175736316	0.0396252862064	0.0171160285174	0.0246780051174	0.0775499866557
a18	0.799473674991	0.0226393608772	0.0248235100688	0.0107227165058	0.0182447507058	0.124095985552
a31	0.659420491664	0.0225128642924	0.0526968853563	0.0442680948353	0.0226947292353	0.198406905184
a0	0.557871597221	0.0407743347641	0.0958987051188	0.0780337316118	0.0401315007451	0.187290131728
a31	0.415303352407	0.062937581588	0.14684084504	0.132822163871	0.0601129345817	0.181983150576
a46	0.277143277469	0.089423577196	0.17933261168	0.178316244624	0.0883820815272	0.187402196859
a33	0.255005439156	0.124017115732	0.168345713893	0.164567171541	0.122232120509	0.16583239562
a8	0.214449416385	0.145926438577	0.158936514631	0.150884190514	0.14219981017	0.18760357854
a31	0.176242574128	0.139200349526	0.14936712821	0.148539813505	0.13704720339	0.249602879513
</S>	0.142887145064	0.125828509763	0.146169499105	0.156405301753	0.127209686695	0.301499809756
