 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.04379179	0.02988118	0.02317237	0.3567591125	0.092597103	0.0570107925	0.254658945	0.1421287005
a31	0.0312912788333	0.034769803	0.0307011983333	0.5877159375	0.140280381	0.0337169651667	0.0917508636667	0.0497735814773
a29	0.0125244731111	0.0370653773333	0.0535728161111	0.6273768225	0.180625240333	0.0313052803889	0.0383178988889	0.0192121291364
a10	0.0103270807037	0.119669181444	0.106966818704	0.447088680833	0.205963073444	0.0596593827963	0.0315634162963	0.0187623990455
a24	0.0368832939012	0.195327540481	0.143528902901	0.221940183611	0.174893034481	0.128863590932	0.0676274364321	0.0309360513485
a31	0.0471365699671	0.15318219016	0.101138205967	0.365707444537	0.110538849494	0.121065332877	0.073870202144	0.0273612542828
a24	0.119747126656	0.109092278387	0.053860047989	0.398100679179	0.0568733436313	0.0612575241923	0.132864907381	0.0682041152609
a16	0.226832975552	0.165521467796	0.066054243663	0.14625522306	0.0251056473438	0.0538901703974	0.20588251246	0.110457761754
a31	0.197579325184	0.177877593932	0.080726601221	0.251881816687	0.0496732494479	0.0367096102991	0.134492840153	0.0710589622513
a20	0.229708358395	0.122812451311	0.0731049137403	0.369481228896	0.062415074816	0.0255170525997	0.0752678493843	0.0416930424171
a31	0.241093902798	0.098584282437	0.0864640912468	0.365074196299	0.0565729366053	0.0294890528666	0.0758748631281	0.0468466574724
a11	0.130748460266	0.0608583761457	0.0813152780823	0.567113205433	0.0503929082018	0.0228761268889	0.052006341876	0.0346892931241
a17	0.302822446089	0.0660963393819	0.0542476086941	0.494775379144	0.0250444627339	0.0154032898963	0.024899424792	0.0167110313414
a11	0.516617565363	0.0983770684606	0.0636728262314	0.216711797048	0.0209985659113	0.0313486202988	0.0314393699307	0.0208341934471
a17	0.529443471788	0.0937627478202	0.0582379717438	0.118379546683	0.0243694509704	0.0669646974329	0.0683638483102	0.0404782778157
a31	0.377390469263	0.0748634982734	0.0399783935813	0.257393216561	0.0354531223235	0.0718994124776	0.0899601461034	0.0530617309386
a20	0.241744315088	0.0748940867578	0.0356377378604	0.368893522187	0.0842340447745	0.0555814751592	0.0833736767011	0.0556411286462
a31	0.196610960029	0.0721339869193	0.0370831456201	0.283096097396	0.0989299682582	0.0525889303864	0.133191540234	0.126365379549
a20	0.141589321676	0.0846639369731	0.0487189698734	0.248369385799	0.107893299419	0.0612411244621	0.153110186745	0.15441378985
a8	0.150293443892	0.095717960991	0.0447583422911	0.189896165266	0.200196146473	0.0908348014874	0.124383968915	0.10391916995
a31	0.133073051297	0.0959681656637	0.0371277314304	0.122355039422	0.190748601158	0.0906576471625	0.180399769638	0.149669979983
a24	0.137131333766	0.125817648555	0.0468436968101	0.0831061108073	0.140246812719	0.0927445290542	0.204553299879	0.169556573328
a31	0.148811717922	0.145650476185	0.0494464349367	0.0637590569358	0.11917280624	0.0933177516847	0.20715364996	0.172688117776
a10	0.166551549307	0.170457632062	0.0547453363122	0.0577431923119	0.0987112474133	0.0858249525616	0.198405741987	0.167560359259
a31	0.191783463102	0.195884654021	0.0596569621041	0.055076395104	0.0902481951378	0.0852745595205	0.174741045996	0.14733474642
a11	0.205898857701	0.212228178007	0.0642312520347	0.0556110727013	0.0809802910459	0.0806119785068	0.162089903665	0.138348488807
a46	0.189617292567	0.203102596002	0.0736842686782	0.0712706075671	0.119311333682	0.103763002836	0.135935389555	0.103315519602
a6	0.156180410856	0.164355692001	0.0846269095594	0.092111937189	0.143950207894	0.119834465612	0.133878709852	0.105061669867
a31	0.132256521952	0.135212738667	0.0778619951865	0.0859255427297	0.112066657298	0.098591637204	0.172829783284	0.185255139956
a26	0.130449062317	0.134645447556	0.0776688757288	0.0793850165766	0.0919868570993	0.0899732347347	0.184417874428	0.211473646652
a31	0.129056342439	0.132065357519	0.0769305045763	0.0750391835255	0.0846956946998	0.0901949932449	0.193700238143	0.218317672217
a8	0.12681746248	0.129400484173	0.0778462921921	0.0743013358418	0.0816654838999	0.090935352415	0.197307229381	0.221726334072
</S>	0.13771001124	0.142043917086	0.095744326096	0.0937887679209	0.10246216195	0.103899428208	0.157875939691	0.166475432036
