 	era	molto	stanco	</S>
a46	0.19919605	0.323586995	0.29587585	0.181341075
a8	0.284500496667	0.325444628333	0.279423616667	0.110631263167
a37	0.302680438522	0.179406540444	0.418311572222	0.099601475889
a31	0.101763650307	0.0968907618147	0.706184524074	0.095161066963
a0	0.0956846846023	0.112663471272	0.702253028025	0.089398807321
a20	0.236586718201	0.167593187091	0.443933819342	0.15188627244
a31	0.313228506067	0.259310315697	0.300180463114	0.127280705147
a39	0.324858375356	0.265922171899	0.228457677705	0.180761796049
a41	0.341994605119	0.156817750633	0.136228339235	0.364959348683
a31	0.272972868373	0.201983310211	0.169331783078	0.355712062894
a28	0.327601299458	0.243225453404	0.204684497693	0.224488757631
a11	0.448736126486	0.182330274468	0.187220449231	0.181713162544
a20	0.465881685495	0.169861508156	0.188944393077	0.175312430848
a31	0.351729603498	0.248820632719	0.248474247692	0.150975545616
a11	0.256204702833	0.296351430906	0.283746282564	0.163697630539
</S>	0.279866491416	0.264272835453	0.258810991282	0.19704972027
