 	è	che	stanno	ancora	alzati	</S>
a20	0.0812214495	0.082310715	0.422387515	0.079721208	0.21974646	0.114612651
a31	0.03651267242	0.050597325	0.434357748333	0.077131714	0.345626006667	0.0557745666723
a20	0.01277415886	0.0279330353333	0.259403786111	0.0452357743333	0.587288535556	0.0673647445631
a31	0.0050254919	0.0116827134444	0.14748091337	0.0275865031111	0.703650161852	0.104574248188
a20	0.00318289611333	0.00826457648147	0.11142486579	0.029106642037	0.753718337284	0.0943027060627
a28	0.00444131613778	0.00938877816049	0.0914962732633	0.028561457679	0.643291505761	0.222820668688
a31	0.00958257714593	0.0280044867202	0.212640925754	0.0638904285597	0.444716335254	0.241165245229
a29	0.0817724317153	0.0800584242401	0.339800201918	0.0973684761866	0.265109505085	0.135890960743
a46	0.169842720572	0.106690043413	0.249131113973	0.0711081787289	0.152769911695	0.250458010248
a31	0.131499687524	0.088787096471	0.266470317991	0.0606798229096	0.213330240565	0.239232812749
a20	0.150738326508	0.100515098824	0.306043025997	0.0856651709699	0.253600903522	0.103437484916
a31	0.179374130169	0.167254696275	0.275000515332	0.0935178636566	0.208500761174	0.0763520763053
a39	0.180786444723	0.184419678758	0.242906645111	0.0921330545522	0.230047977058	0.0697062454351
a20	0.249349328241	0.139543492919	0.17354576837	0.0980416565174	0.268096122353	0.0714236684784
a8	0.258018542747	0.124293140973	0.14928709279	0.108625337172	0.271350867451	0.0884250541595
a20	0.226663164249	0.127022623658	0.147740094263	0.117289517057	0.279968625817	0.10131598472
a24	0.198121088083	0.137457697886	0.156299698088	0.115087763686	0.301558708606	0.0914750569067
a46	0.177528029361	0.146031642629	0.160278049363	0.107100841229	0.328227746202	0.0808337106356
a8	0.15469690312	0.141249110876	0.151837199788	0.101835217076	0.365781145401	0.0846003952119
a23	0.142418377707	0.137212463625	0.144365496596	0.106572197692	0.373215145134	0.0962162797373
a8	0.139489679236	0.137479781208	0.142215305532	0.115667797897	0.355561198378	0.109586214579
</S>	0.139852569618	0.138726840604	0.142553417766	0.120520393949	0.342517509189	0.11582924229
