 	non	ha	che	li	aspettiamo	</S>
a46	0.127279254	0.152448515	0.53724806	0.031857322	0.0093674558	0.14179945
a31	0.0674752893333	0.415982758333	0.390648344333	0.0251470016667	0.004116746736	0.0966298966867
a15	0.0619306037778	0.576597862778	0.308534559111	0.0186099455556	0.00159750988133	0.0327295621489
a31	0.153563883259	0.355628484259	0.447029919704	0.0287392528519	0.00100294156044	0.0140355426163
a28	0.182506147753	0.29549876142	0.483769846568	0.0298324226173	0.000660112010147	0.0077327220721
a20	0.162073722584	0.41750179714	0.390418048856	0.0209327842058	0.00258020239338	0.00649347955737
a11	0.237668747528	0.37985662238	0.309184799619	0.0437893327353	0.0135709555978	0.0159295531858
a31	0.368211369176	0.26347123746	0.248996499873	0.0475789032451	0.0206978545326	0.0510441280619
a11	0.412988183059	0.232196099153	0.162096941624	0.0281836620817	0.0741897125109	0.0903454060206
a31	0.351423854353	0.296796809718	0.122391545541	0.0235905530272	0.103855837504	0.101941400674
a46	0.344829611451	0.311568163239	0.0961824885137	0.0325028566757	0.120709502501	0.094207355558
a31	0.30447457715	0.29254145108	0.0984750695046	0.0425993555586	0.1565110075	0.105398558519
a11	0.275876325717	0.278205617027	0.109481376502	0.0580969735195	0.159584239167	0.11875549084
a31	0.261033795239	0.254271842342	0.118054922167	0.0648176128398	0.170747876389	0.131073934947
a11	0.232630538413	0.246805304114	0.130382870722	0.0761407242799	0.17018997213	0.143850571649
a46	0.231285266138	0.201137971371	0.140285603574	0.115885881427	0.167943727377	0.14346153055
</S>	0.215752903069	0.191718335686	0.146705541787	0.129869445714	0.167740378689	0.148213375275
