 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.2050003685	0.161714179	0.0605884485	0.02037096225	0.059883227	0.091864139	0.40057871
a31	0.484312456167	0.152656552433	0.0823192848333	0.0110318081733	0.0342569107667	0.03662573262	0.198797275543
a11	0.473387364389	0.057315202911	0.101806600278	0.149376165981	0.0951532406889	0.0543285278267	0.0686329090577
a21	0.198598392463	0.0406696023037	0.246430113426	0.244457411994	0.172133493563	0.0677131436089	0.0299978566859
a31	0.192250579488	0.0943281961012	0.370699787809	0.145512370665	0.148429799188	0.033224706203	0.0155545942953
a20	0.199404883163	0.127611020034	0.365849055936	0.096927103555	0.164424761063	0.031422005401	0.0143611801651
a31	0.170967981054	0.100783604678	0.319821691979	0.108125441185	0.240569730354	0.0455377528003	0.0141937845884
a10	0.174910537018	0.145179681559	0.245420657326	0.0914439527283	0.232991806785	0.0567384659334	0.0533148973961
a31	0.137887669006	0.161656083853	0.191964455775	0.0655674299094	0.235436828928	0.124246665311	0.0832408517987
a21	0.327311923002	0.122272631284	0.128805425925	0.0487126506365	0.195795896643	0.12722728877	0.0498741499329
a11	0.500529014334	0.099534100428	0.122266052642	0.0491798875455	0.108620465881	0.06589605859	0.0539743946443
a3	0.352063718111	0.0716755101427	0.193067667547	0.0858781225152	0.11960662196	0.0639420481967	0.113766296215
a33	0.20230983937	0.0709348980476	0.218159079182	0.104503174172	0.127122190653	0.0715604727322	0.205410332072
</S>	0.157825759685	0.0754181660238	0.203531714591	0.103996542086	0.122402850327	0.0770194913661	0.259805466036
