 	mio	padre	ha	lavorato	sempre	</S>
a23	0.1227663675	0.008404934	0.15206953	0.17364377	0.282815085	0.26030032
a31	0.1133403426	0.00708911613333	0.429816926667	0.17221452	0.113863807	0.163675264707
a37	0.0419066526333	0.00329747872111	0.678945995556	0.170785406667	0.0499765943333	0.0550878281428
a31	0.0966773758778	0.0843615837837	0.564479105185	0.172197792222	0.0484828621111	0.0338012562476
a37	0.132524063293	0.116387895261	0.454371558395	0.166296387407	0.0835244813704	0.0468956137492
a3	0.152333995764	0.074326889087	0.494877836132	0.150507809136	0.0831771271235	0.0447763772497
a31	0.290635165255	0.117908919696	0.417387572044	0.0895446823787	0.0502511677078	0.0342724864166
a3	0.312197645085	0.111868963565	0.223726168015	0.0684291234596	0.135430564569	0.148347500139
a44	0.216702178362	0.0597967731883	0.0978368116717	0.0666011578199	0.210141074856	0.348922006713
a31	0.204989899454	0.146132936063	0.120546668891	0.0806166572733	0.144264814952	0.303449010904
a8	0.212274493151	0.217134562021	0.168199282964	0.115790330424	0.116751148317	0.169850168968
a31	0.215076257717	0.226546734007	0.188427890988	0.139280816808	0.109465211772	0.121203058989
</S>	0.234086128858	0.261935802004	0.211204840494	0.139522453404	0.078312814386	0.0749378984945
