 	essendosi	vestito	</S>
a46	0.1614502925	0.353422745	0.48512695
a31	0.0935365221667	0.564485621667	0.34197784644
a18	0.0709581270556	0.814588407222	0.114453454587
a31	0.0701395406852	0.733706862407	0.196153584196
a20	0.0606238918951	0.712902214136	0.226473914065
a46	0.063285764965	0.839348138045	0.097366117355
a20	0.055529532655	0.671690352682	0.272780089118
a31	0.220111127552	0.428176024227	0.351712826373
a0	0.462312975851	0.364411928076	0.173275087791
a46	0.546756108617	0.339020529359	0.114223368264
a35	0.485473879539	0.372885076453	0.141641026088
a46	0.386771286513	0.423301295484	0.189927415363
a24	0.351372688838	0.401169928495	0.247457411788
a46	0.341016769613	0.367801279498	0.291181950596
a24	0.347787619871	0.347669669833	0.304542706865
a31	0.349442989957	0.336012869944	0.314544158955
</S>	0.339955494978	0.340078754972	0.319965779477
