 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.102033392	0.00325930534	0.010887762	0.17074243	0.0099848478	0.0340835865	0.245874263	0.0591490785	0.14730767725	0.216677651
a41	0.216499714	0.03266821634	0.071328252	0.222644923333	0.0115900238	0.0150067727	0.257614265667	0.0454129355	0.0506721835967	0.0765627149333
a31	0.230728661333	0.04324739098	0.0988432206667	0.219992874444	0.0192114422667	0.0066005391	0.305734979889	0.0316166545	0.0170362962322	0.0269879309444
a20	0.185178377111	0.0185860891933	0.0508466708889	0.165398918148	0.0337849620889	0.0184378753667	0.433316733296	0.0490134328333	0.00710716543073	0.0383297723481
a31	0.187816839037	0.0285400303978	0.0312124226296	0.107110415383	0.122655015363	0.100780273122	0.305703887765	0.0641017469444	0.00608937404358	0.0459900394494
a37	0.236154786346	0.0295758316326	0.0259743412099	0.0739319277943	0.156977388454	0.215688391041	0.158843699255	0.0619182359815	0.00849215391453	0.0324432941498
a16	0.497997088782	0.0114001953775	0.0225685214033	0.0484474396981	0.0780725244847	0.181072273014	0.0855209197517	0.0412893044272	0.00762785170484	0.0260039079166
a35	0.610948972927	0.00468650865917	0.0182219994678	0.0297221979994	0.0843254764949	0.145560167005	0.0572428945839	0.0192816835757	0.00947324230161	0.0205368361722
a24	0.471139834309	0.00232239611972	0.0143262497226	0.0300646966665	0.156495638832	0.214014739002	0.046393441528	0.0146309518586	0.0214802731005	0.0291317030574
a31	0.487380091436	0.00135092542324	0.00882971800753	0.0343375162222	0.143776230944	0.164693624001	0.0859044358427	0.0294317416195	0.0201258273668	0.0241698407858
a39	0.415041967145	0.00322263415775	0.00630504420251	0.0374160914074	0.119127881648	0.134627152334	0.0981773649476	0.0399462532065	0.0914405894556	0.0546950150286
a31	0.219737692382	0.00390474381925	0.00999805140084	0.0951368121358	0.136716367216	0.188939294111	0.0938401479825	0.0516431647355	0.123478981485	0.0766047740095
a20	0.172060394127	0.00549211903975	0.0118330495669	0.116662513045	0.154788845739	0.19980285137	0.0959463026608	0.0544423139118	0.112244652162	0.0767270070032
a31	0.131120110709	0.00618854357992	0.010527978289	0.111408030015	0.139866575246	0.21921533379	0.0794395175536	0.0619042736373	0.127804084054	0.112525562334
a3	0.10941423957	0.00835141242664	0.0123093490963	0.121853683338	0.161530198415	0.238801611263	0.0927012225179	0.0657916612124	0.090024763018	0.099221848778
a20	0.11348539919	0.0106871898089	0.0105442986988	0.0794426101127	0.200680346138	0.246262563754	0.070111492506	0.0449064397375	0.134659606006	0.0892200542593
a31	0.0727287243967	0.00677331380297	0.00961139256627	0.112524805704	0.154192004046	0.222278144585	0.0553851991687	0.0460654665792	0.167086767335	0.153354194753
a37	0.0849646434656	0.0106503854677	0.0142225631888	0.146276468568	0.169731680015	0.212162948195	0.0744521563896	0.0452268975264	0.102821247778	0.139490994918
a31	0.0950056444885	0.0132105198226	0.0165858443963	0.143628939523	0.182512636672	0.202306426065	0.0876019721299	0.0507941871755	0.0740378725927	0.134315924973
a20	0.0927225648295	0.0153237406075	0.0196933661321	0.153523593174	0.181066358891	0.203998182022	0.0864710223766	0.0524664423918	0.0626156291976	0.132119090324
a28	0.101940393276	0.0252656435358	0.025247532044	0.146931454391	0.223746726297	0.245960800674	0.0794400924589	0.0413121757973	0.0445984253992	0.065556758108
a31	0.0800978594253	0.0235450405119	0.0233081846813	0.17638271813	0.201051178766	0.206954740225	0.073315329153	0.0518709635991	0.0514799691331	0.111994025369
a20	0.0787739964751	0.0260043548373	0.0264129748938	0.183432106043	0.185283826255	0.197477413408	0.068976454051	0.056102529533	0.051693068711	0.125843292456
a31	0.0815740754917	0.0293658979458	0.0291542186313	0.148280908681	0.174193245418	0.205164687803	0.0759741973503	0.0754545248443	0.0563951985703	0.124443048152
a33	0.0799167898306	0.0418984656486	0.0419339045438	0.128802066227	0.144860038473	0.177863545934	0.0848488057834	0.0933825082814	0.0700063281901	0.136487527384
</S>	0.0905412919153	0.0601214528243	0.0588296142719	0.121147118113	0.144437129236	0.179860462967	0.0834657328917	0.0840470541407	0.072397032095	0.105153090692
