 	non	aveva	dove	a	stare	</S>
a31	0.27218766	0.0169301865	0.44741947	0.01639188675	0.09600428	0.151066509
a8	0.258652651667	0.0102250261667	0.188426193333	0.0127855410833	0.324606743333	0.205303796333
a31	0.0963964162223	0.0053328459789	0.079734347111	0.0110293597611	0.680028457778	0.127478550244
a28	0.0432838760741	0.00341123208297	0.29498665837	0.00691953488703	0.608002162593	0.0433965629413
a37	0.208430942025	0.0142909291943	0.41035481279	0.0254518181957	0.290078334198	0.0513931970404
a31	0.500285080675	0.0242790317314	0.203810913263	0.0323485500652	0.162151324733	0.0771251003468
a18	0.517825453558	0.0215172065771	0.103529112421	0.0221518086884	0.217680421578	0.117295980116
a0	0.347982217853	0.0242494195257	0.0618256151403	0.0277947175628	0.305399773859	0.232748266705
a23	0.269064779284	0.0522631231752	0.0594287803801	0.0456192025209	0.31659985462	0.257024268902
a8	0.246572889761	0.0969776610584	0.0830027667934	0.073735327507	0.31184138154	0.187869966301
a31	0.214861663254	0.110890843686	0.139371762264	0.0894331725023	0.29930394718	0.146138608767
a20	0.212226911085	0.0965794578953	0.143983037421	0.0832305155008	0.35460722906	0.109372829589
a31	0.249126640362	0.131906595965	0.0939482391403	0.0851126865003	0.319363886353	0.120541923196
a20	0.247318946787	0.165408788655	0.10397689638	0.112189268833	0.222421312118	0.148684777732
a24	0.216698732262	0.155837506218	0.13416675546	0.136386312944	0.207820417373	0.149090282577
a8	0.221057290754	0.147668715406	0.136234397153	0.136646792315	0.218842465791	0.139550354192
a31	0.292074830251	0.167341838469	0.102104875718	0.109679758772	0.184433965264	0.144364731397
</S>	0.349188595125	0.193935394235	0.074047369859	0.089297984386	0.134334597632	0.159196040699
