 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.019488732	0.068568328	0.29742256	0.0394556455	0.0164345631	0.370126345	0.188503795
a20	0.009501417	0.279846111333	0.345811253333	0.0315256777333	0.00572581086233	0.190592571667	0.1369970916
a35	0.0049413128	0.408698800444	0.395757014444	0.0191376184778	0.00239466108311	0.115720413889	0.0533501111333
a20	0.0178097404	0.253649641815	0.607721604815	0.0168118824926	0.010836938061	0.0645165696297	0.0286535813778
a38	0.0997301041333	0.167305405605	0.593071124938	0.0176935804975	0.0312527890203	0.0640369482099	0.0269099954593
a31	0.111781025673	0.264540115202	0.509492974979	0.0151498813045	0.0285014105189	0.0478896104433	0.0226449939631
a18	0.055442263853	0.288222825067	0.482050684993	0.0417705395735	0.0188684443518	0.0475881295211	0.0660571787977
a23	0.0463978932843	0.230032465022	0.512114921664	0.0533773925245	0.0178840455839	0.0533054988404	0.0868878375992
a24	0.0676937020948	0.223951751674	0.509345953888	0.0592125835082	0.0310513009946	0.0565272869468	0.0522174561997
a37	0.104639927365	0.174353313891	0.401386807963	0.0928034745027	0.0657568369982	0.108787705649	0.0522719333999
a20	0.127152612455	0.14852205463	0.324190895988	0.122137061501	0.0867265056661	0.13572075855	0.0555501014666
a31	0.0953622997517	0.261261351543	0.357015491996	0.098188625367	0.0613372867887	0.0881143228833	0.0387206322122
a20	0.0464851855172	0.269462989848	0.316361467332	0.054994409989	0.0695652638296	0.105852917661	0.137277784461
a33	0.0467819195057	0.115468258283	0.149771253444	0.0705923799963	0.173324067943	0.201160012554	0.242902141487
a31	0.0340141158352	0.158097965094	0.262561012148	0.0587388889988	0.161474970314	0.165347600851	0.159765470496
a20	0.0318253746117	0.176807403365	0.340148247383	0.0486577006663	0.143300817771	0.11617091695	0.143089533499
a31	0.0491260475372	0.114352272788	0.291376912461	0.0515760588888	0.15040018259	0.116792562317	0.226375951166
a20	0.0647967875124	0.104951244263	0.282818834154	0.0590452729629	0.151525464197	0.107296247439	0.229566133722
a31	0.168550489171	0.129806604754	0.177800294718	0.067393894321	0.189519281399	0.0935797614797	0.173349681241
</S>	0.261403679585	0.165556412377	0.127606542359	0.0586950171605	0.1747035907	0.0690475142399	0.14298727062
