 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.001266091815	0.00179381815	0.008653274	0.00370721485	0.0036095452	0.00497057371	0.058894894	0.05710858	0.052592493	0.269416185	0.3633209325	0.0185969735	0.0230325426	0.1330368474
a23	0.0191485183483	0.06691906555	0.0714782783333	0.05700422105	0.0107460972	0.0395048733767	0.040599114	0.0306232306667	0.027682084	0.202055419333	0.343007922833	0.0159860185	0.0209712736	0.0542738647333
a31	0.0269618082161	0.17090502185	0.117416849444	0.07612276235	0.0125042263267	0.0510793658389	0.0286592778333	0.0155829426889	0.0152523068333	0.108053100778	0.309398652944	0.0192157968333	0.0208384774667	0.0280094452211
a7	0.0189314935054	0.172504477283	0.118104866481	0.0506762627833	0.0067984535689	0.0261853063263	0.0481045591111	0.0380874560296	0.0283356351111	0.0927360402593	0.332494110981	0.0408019536111	0.0130745950889	0.013164843717
a10	0.0175515251685	0.095719493761	0.0959194631603	0.0441088452611	0.0060991655563	0.0212708057754	0.0844425363704	0.0735691853432	0.053906377037	0.130153920086	0.289757940327	0.0583251128704	0.011897810563	0.017277875239
a38	0.0123138740562	0.060180672587	0.0663262320534	0.0285878567537	0.0039789356521	0.0130438819251	0.102564592123	0.100955955114	0.072279897679	0.173337096695	0.287819096776	0.0480036149568	0.00802727345433	0.0225810647463
a10	0.0154390666854	0.245986200862	0.108126584018	0.0363549195846	0.00379235018403	0.00836502040837	0.086355332041	0.088046846038	0.0594950262263	0.124984421898	0.164639270592	0.0258522151523	0.00777812588478	0.0247846335821
a11	0.0206396138951	0.357329103621	0.186727061339	0.0666306251949	0.00675751306134	0.0148658352361	0.0750621886803	0.0682933396793	0.0324375790754	0.0642531442993	0.0689119741973	0.0106103322174	0.00675773749493	0.020723958194
a31	0.0239010492984	0.381225247874	0.23248894378	0.0701868327316	0.00698339342045	0.0157669364454	0.0701638678934	0.0564039553264	0.0208574105251	0.0468076380998	0.0497945747324	0.0074766436058	0.00754559236498	0.0103979217313
a13	0.0240208514328	0.338052569291	0.180481387927	0.0434551325772	0.0115167988735	0.00916705484847	0.0950425776311	0.0682357305421	0.0523850343417	0.0568607186999	0.0594727339108	0.0100562880686	0.012454291455	0.0387988465771
