 	il	dito	si	gonfiò	</S>
a39	0.469745976	0.013040686	0.0149201405	0.4722871835	0.030005978
a13	0.479978818667	0.0101756636667	0.0136026548333	0.4807549835	0.0154878573333
a31	0.185439373556	0.00565666422223	0.0254590342778	0.776858527833	0.00658640647777
a20	0.189615998519	0.0100721410741	0.0733712737593	0.700574825944	0.0263657601926
a31	0.342915456173	0.0385607986914	0.0991768212531	0.374096779981	0.145250156731
a11	0.486248675391	0.0506095992305	0.0752423184177	0.199573411327	0.188326027577
a31	0.64432052513	0.0464003514102	0.0579245374726	0.142326974776	0.109027639192
a39	0.694334075043	0.0402796878034	0.0381482748242	0.0709156832587	0.156322301064
a31	0.546797491681	0.0955633312678	0.0796924639414	0.108777225086	0.169169490355
a41	0.477754097227	0.169208103756	0.113573506314	0.157432391695	0.082031913785
a46	0.421397105742	0.198303341252	0.118829590438	0.197217513898	0.0642524749283
a31	0.248208075247	0.211989507084	0.164639680146	0.315915451299	0.0592472769761
</S>	0.178225837623	0.201875753542	0.182444705073	0.392147175649	0.0453065014881
