 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.280066475	0.26941071	0.0157939378	0.110313958	0.02211346825	0.0306520842	0.165935395	0.10571403
a31	0.175888361667	0.243361609667	0.00663350763333	0.116841219333	0.00977879375	0.0139236164	0.379367495	0.054205450078
a21	0.0707469605557	0.257749849556	0.00524561137778	0.175588243111	0.00862596975	0.013078098	0.447740415	0.0212248814373
a28	0.144725010185	0.413428766519	0.00536325902593	0.17447853337	0.0143021799167	0.0283274473333	0.204701825	0.0146730211458
a35	0.278579876728	0.477693552173	0.00448341990864	0.0635031221233	0.0167081436389	0.0332537857778	0.103438011333	0.0223401263819
a24	0.270418102243	0.591474664058	0.00466571510288	0.0244632323744	0.0123498317463	0.0199154267593	0.044925896111	0.031787137794
a46	0.205155960748	0.704849421353	0.00394325733429	0.0114411642581	0.00970280211543	0.0127831874198	0.0210108697037	0.0311133289313
a31	0.172780226916	0.725595607118	0.00305664204476	0.00805633088603	0.0104442487051	0.0161431251399	0.0433871735679	0.0205366394104
a24	0.289725038972	0.553231735706	0.00345284278159	0.00801133462868	0.0122460905684	0.0199710747133	0.0538305101893	0.0595313622368
a46	0.458780046324	0.284807305235	0.0052345731272	0.0128003952096	0.0293279115228	0.0354044122378	0.0388285137298	0.134816827412
a20	0.447212215441	0.142362278412	0.00974839557573	0.0226602957365	0.0519294698409	0.0581173694126	0.0461466765766	0.221823285804
a31	0.34919894848	0.153448429471	0.0159211035252	0.0278884485788	0.050297250947	0.0608159958042	0.145256714192	0.197173090935
a6	0.296763092827	0.25541697649	0.0268515905084	0.0302562171929	0.0495071079823	0.0655203009347	0.181875806397	0.0938088859783
a20	0.241536417609	0.24668401883	0.0560746701695	0.0542383923976	0.0892982893274	0.109645315312	0.128226517132	0.0742963653261
a31	0.154695222536	0.141111802943	0.0629132713898	0.0717764407992	0.187668949776	0.194017351771	0.131327142377	0.056489828442
a45	0.172107237512	0.139448064314	0.0887607917966	0.0653078495997	0.185866226592	0.181034185257	0.126860930792	0.040614740814
a20	0.212531185837	0.165619611438	0.136322960599	0.0651533391999	0.123867592197	0.123537086419	0.131384723597	0.0415835216047
a31	0.154882595279	0.136791457146	0.114373076866	0.0715739397333	0.183326804066	0.162728718806	0.123383994532	0.0529394205349
a46	0.13997029176	0.129153515715	0.107237762289	0.0829242032444	0.190640648022	0.165099846269	0.110182116177	0.0747916251783
a31	0.14049643392	0.167693568572	0.119668365763	0.100132456081	0.137854216007	0.112849615423	0.099953250059	0.121352090059
</S>	0.11102097196	0.200106599286	0.109492470382	0.10995013554	0.131085088003	0.0929136477115	0.0873485850295	0.15808247503
