 	non	ci	dimentichiamo	mai	</S>
a31	0.271205112	0.078180045	0.26308927	0.284323975	0.103201615
a20	0.289734644	0.135745331667	0.23633637	0.202303069667	0.135880601667
a31	0.383552421333	0.189640323889	0.194500793333	0.094843507889	0.137462964222
a11	0.417825900444	0.189386787963	0.272376757778	0.044329048963	0.0760815217407
a20	0.456064180148	0.158085169321	0.301412545926	0.022761901321	0.0616762339136
a31	0.595775133383	0.13623722644	0.177657598642	0.0332831157737	0.0570469579712
a11	0.590952874461	0.127405162147	0.128957599547	0.0741763752579	0.0785080293237
a31	0.50097345482	0.143586464049	0.114899873182	0.153471938419	0.0870683117746
a18	0.46514790494	0.162718728016	0.143162531061	0.152033598473	0.0769372759249
a42	0.48002873498	0.148254849339	0.148775523687	0.124266298491	0.098674641975
a31	0.366432384993	0.149610123113	0.231507984562	0.147409749497	0.105039793992
a18	0.302041094998	0.151452257704	0.294972224854	0.138947366499	0.112587067997
a31	0.227620554999	0.139620265901	0.362592964951	0.1358613955	0.134304799332
a39	0.181733968333	0.135144038634	0.397645938317	0.139264021833	0.146212006444
a31	0.154271037778	0.127081709545	0.416123799439	0.137318337278	0.165205098815
a20	0.136748574259	0.126103156515	0.423452463146	0.140109105759	0.173586686272
a39	0.187298424753	0.167413272172	0.308442354382	0.157581795253	0.179264158757
a31	0.158968561584	0.155486422391	0.363163574794	0.151044971751	0.171336479586
a14	0.152141653861	0.151313895797	0.382482024931	0.14721206725	0.166850336529
a46	0.199241387954	0.191582385266	0.267773554977	0.166312942417	0.175089708843
a20	0.208134269318	0.204418541755	0.222139364992	0.181148494139	0.184159346281
a31	0.197032566439	0.197034073918	0.246169501664	0.185190994713	0.174572872094
</S>	0.188087923219	0.190904136959	0.279833970832	0.182200627357	0.158973336047
