 	le	melanzane	vogliono	girate	</S>
a20	0.221676325	0.24232712	0.099682575	0.14000264	0.296311377
a31	0.408798141667	0.284142913333	0.082304223	0.102891066667	0.121863716577
a39	0.540436360556	0.251955184444	0.0527407423333	0.105659202222	0.0492085601027
a41	0.447258046852	0.326830418148	0.0847107274444	0.113054059741	0.0281467447009
a18	0.495750095617	0.314498916049	0.111395685815	0.0613913145803	0.0169639899003
a28	0.627666065206	0.236797682016	0.082862230605	0.0355074058601	0.0171666186334
a13	0.656602765069	0.220171160672	0.067439190535	0.0322022199534	0.0235846795445
a14	0.668180165023	0.201911766891	0.0629686601783	0.0353180139845	0.0316214598482
a39	0.668986188341	0.181183368964	0.0672225350594	0.0446457059948	0.0379622732827
a31	0.688319429447	0.169277779655	0.0680114306865	0.0469440319983	0.0274473424942
a6	0.617059949816	0.183174623218	0.0800992258955	0.0518193806661	0.0678468122314
a20	0.404197023272	0.153928871073	0.113256061965	0.110295563555	0.21832248741
a31	0.229026687757	0.302500993691	0.104932627322	0.117794722518	0.245744984137
a46	0.225561775919	0.416763387897	0.123780305774	0.0776424671727	0.156252106379
a18	0.270265685306	0.333760289299	0.176130228591	0.0822258940576	0.13761793546
a24	0.261416581769	0.3072802131	0.18865824953	0.0888672896859	0.153777665153
a31	0.21134287059	0.3670747377	0.165751603177	0.0908154548953	0.165015338384
a17	0.205130386863	0.407352779233	0.153232084392	0.0889296182984	0.145355137461
a11	0.238732005621	0.382110393078	0.161490321464	0.0945263994328	0.123140882154
a20	0.244970945207	0.381213917693	0.166076790488	0.0992048831443	0.108533465718
a24	0.257358418402	0.364960149231	0.176021116829	0.0938179410481	0.107842385239
a31	0.226747296134	0.33056401641	0.173391928943	0.113279980349	0.156016761746
a37	0.217223132045	0.314780392137	0.164406899648	0.11778904345	0.185800467249
a31	0.204466464015	0.247461060712	0.206033029883	0.173349527817	0.168689879083
a20	0.179369408005	0.187196826904	0.231747869961	0.227713162606	0.173972706361
a31	0.173147672668	0.157905667635	0.247273256654	0.247725837535	0.173947555454
</S>	0.155905341334	0.114783841817	0.281492718327	0.285732993767	0.162085137727
