 	devo	pulire	l'	albero	</S>
a39	0.271219785	0.20491837	0.16680394	0.252833573	0.104224385
a31	0.145100225	0.368462526667	0.137685585667	0.289929271	0.0588223985202
a35	0.0602903853333	0.390414965556	0.0838652475557	0.420366497	0.0450628550269
a31	0.0388826154444	0.176519145185	0.0554026821852	0.643251919	0.0859435903423
a20	0.0350919371481	0.132768111728	0.118825753728	0.626383183	0.0869310291141
a31	0.0382998543827	0.199915307243	0.178198767909	0.528909104333	0.054676984038
a37	0.0678747881276	0.220642652414	0.12689835597	0.512358838111	0.0722253366793
a1	0.0723783503759	0.145438664138	0.0710265973233	0.58470872937	0.12644762556
a20	0.181952001125	0.104541621379	0.0422887011078	0.467593793123	0.203623851853
a31	0.244271623708	0.238580027126	0.0399071680359	0.298460881041	0.178780271951
a39	0.242185597903	0.317357985709	0.119743530345	0.234428305347	0.086284550317
a10	0.230249439301	0.32488463857	0.221498350115	0.143249240116	0.0801183017723
a29	0.165886156434	0.314680752857	0.277573290038	0.144338263372	0.0975214872574
a46	0.185014242145	0.218436897619	0.340667496679	0.154206944457	0.101674355752
a31	0.132181215382	0.206613015873	0.263495522226	0.324500281486	0.073209945584
a20	0.171504943127	0.210366341958	0.204837310742	0.359923183829	0.053368225528
a13	0.207269289376	0.209282073986	0.322149750247	0.210956417943	0.0503424665093
a20	0.190472281459	0.226568357995	0.334374880082	0.183989072648	0.0645954368364
a31	0.174368935153	0.231588089332	0.331196296694	0.165282670883	0.0975640622788
a11	0.158414346384	0.218663656444	0.326510008898	0.165911663628	0.13050038076
a17	0.203893532128	0.205912668815	0.255645322966	0.178131661209	0.15641683692
a20	0.214782400709	0.208773432938	0.234383637655	0.182918950403	0.159141592307
</S>	0.225302400354	0.212013841469	0.218225088827	0.182915450201	0.161543266154
