 	l'	ho	sentito	quando	veniva	</S>
a31	0.28250629	0.2234846225	0.230702625	0.2259804565	0.0078563167	0.0294696565
a46	0.349449683333	0.382713054167	0.152541225	0.0904847331667	0.00499624203333	0.0198149995
a41	0.302441727778	0.512242451389	0.107518081667	0.0629779360556	0.00316368106111	0.0116561076667
a31	0.227316802593	0.407355585463	0.0744799332223	0.282254910352	0.0022297744037	0.00636300605557
a24	0.182857390864	0.177072663488	0.0924325337408	0.537602503451	0.0030109957679	0.00702389968519
a31	0.343129890288	0.093418504496	0.10760043458	0.39887805115	0.020782693556	0.0361904315617
a15	0.412845416763	0.0774194734987	0.166098001527	0.234941133717	0.038011941852	0.0706840505206
a46	0.294795485588	0.0731759711662	0.238878853842	0.182743797239	0.083622769284	0.12678310684
a31	0.231365705196	0.0800309050554	0.257279014614	0.0974946850797	0.153308123095	0.180521538947
a0	0.189301281732	0.0852899416851	0.309330538205	0.0884153750266	0.182132844365	0.145529986316
a41	0.163348760577	0.089225265895	0.357098232735	0.0886240933422	0.199497188122	0.102206425439
</S>	0.144099860288	0.0912423859475	0.374188146367	0.0803351791711	0.211938534061	0.0981958677195
