 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.0583256615	0.0230569213	0.04197765737	0.528410745	0.085090206	0.230492625	0.0326461755
a31	0.024605274955	0.0092390267	0.0143301589333	0.516574515	0.0979387473333	0.320851908333	0.01646037733
a4	0.01416346444	0.0098353993	0.00547760720777	0.386408117	0.0719401477778	0.433098202778	0.0790770542733
a46	0.0325084708133	0.0169498664333	0.00256331022259	0.137584677667	0.0667049179259	0.602877134259	0.140811598091
a31	0.0385505796044	0.0167642384778	0.000964363370863	0.0502829942223	0.109893851309	0.689001778086	0.0945422070303
a28	0.0470943592015	0.0118853369259	0.000982703900288	0.173656736407	0.225397407103	0.497631566029	0.0433518883434
a27	0.176710043067	0.0157856874086	0.00115366456676	0.253146595469	0.275503455701	0.211179548676	0.0665209644478
a31	0.196267214022	0.0180306848029	0.000880753302253	0.151277865156	0.426179345234	0.137831756225	0.0695323426159
a49	0.0817281743407	0.0106589842676	0.00142895451408	0.232886171719	0.556293521745	0.0829939974083	0.0340101960053
a23	0.0771718631136	0.00815440275587	0.00179209563803	0.392339180573	0.433882267248	0.0478760264694	0.0387841786684
a31	0.0658378337045	0.00803805958529	0.00156849694601	0.326896296858	0.517375809083	0.0488014408231	0.0314820674561
a29	0.0342893389015	0.00709035462843	0.00259831474867	0.276390712286	0.608178889694	0.0492253592744	0.0222270537187
a17	0.0302313459672	0.00504408037614	0.00307215178289	0.469280494095	0.435645449898	0.0318224214248	0.0249040585729
a20	0.0276286199891	0.00354551509205	0.00411498646096	0.606221344698	0.306225409966	0.0218582861416	0.0304058375243
a17	0.0335140539964	0.00495272893068	0.0106708070537	0.569970064899	0.315791789989	0.0224080223805	0.0426925415081
a31	0.0280282533321	0.0162264769769	0.0118590790179	0.591643004966	0.282973126663	0.0304467264602	0.038823325836
a20	0.024646727444	0.0260894419923	0.0130898736726	0.506515721655	0.342967958888	0.0473302338201	0.0393600549453
a31	0.022402500148	0.0204076703308	0.0140839920909	0.263639553885	0.346786579629	0.27343311794	0.0592465949818
a3	0.0227474110493	0.0263358441103	0.0200212035636	0.190392674628	0.30865336321	0.359260611313	0.0725888683273
a31	0.0248406106831	0.0284557847034	0.0245173231879	0.157645058209	0.309969584403	0.312812509104	0.141759102776
a8	0.031308438561	0.0401516199011	0.0344504740626	0.16768825607	0.223994668134	0.323634946368	0.178771560925
</S>	0.0460895412805	0.0609634999505	0.0497763370313	0.236377878035	0.207026534067	0.250102288184	0.149663870462
