 	forse	non	li	ha	a	casa	</S>
a28	0.4685575	0.051945701	0.02246390815	0.0273892965	0.033102793	0.2127651225	0.183775734
a10	0.428011983667	0.0978874986667	0.0107643258167	0.1169098215	0.173097674333	0.100398189167	0.072930572
a31	0.150834056889	0.0966115548889	0.00831947760557	0.339158767167	0.328003791444	0.0480551407223	0.0290172715
a21	0.0742516226297	0.064444127963	0.0246398892019	0.434611465722	0.346513987148	0.0395637132408	0.0159752393333
a37	0.0827016792099	0.152242923654	0.139332506401	0.304904551907	0.261176067049	0.0414601384136	0.0181821437778
a31	0.14219738307	0.270010627885	0.202505915467	0.194454857302	0.138181463683	0.0362177071379	0.0164320082593
a37	0.160142851023	0.244162009295	0.198379905156	0.205314809101	0.136163431228	0.037842087046	0.0179948457531
a31	0.0978003916743	0.161986083098	0.269439268385	0.294327083034	0.129459730409	0.030746702682	0.016240701051
a37	0.164916411891	0.116064646033	0.238152544795	0.278826669678	0.0903880151363	0.0779669155607	0.033684788817
a31	0.187725014964	0.0823969103443	0.193411260265	0.222081741893	0.106334076712	0.14594946852	0.0621015262723
a21	0.118782229321	0.148501546781	0.242872353422	0.191414987298	0.098819998904	0.14500136284	0.0546075074241
a31	0.089495271107	0.187190985594	0.259285931141	0.114346489099	0.0625888486347	0.16040931428	0.126683141141
a20	0.055212342369	0.226344511865	0.26157216038	0.0898529663663	0.0567393328782	0.15696808476	0.153310567047
a31	0.0431698684563	0.262274637288	0.263637260127	0.0868504987888	0.0711291552927	0.13650833492	0.136430209016
a37	0.0472811764854	0.244385205763	0.240139710042	0.0973786995963	0.0894773550976	0.136381668307	0.144956157672
a33	0.0868921788285	0.239670868588	0.201373373347	0.113624679865	0.104206781699	0.134892806102	0.119339313891
</S>	0.107032699414	0.203389284294	0.180663496674	0.121061179932	0.11540659085	0.146113493051	0.126333281946
