 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.0201041065	0.0163827955	0.0343962555	0.090014528	0.042686849	0.1062303265	0.466122762	0.011795183	0.01897134465	0.046365347	0.14693055885
a37	0.0420979101667	0.0394582611667	0.0512780991667	0.138383661333	0.0576560856667	0.0616437398333	0.502422157333	0.020594398	0.01755611865	0.0181121841	0.0507974501833
a31	0.0437951260556	0.0437052667356	0.0522732768556	0.150960250778	0.0638923118889	0.0373322354111	0.537760735778	0.0239630817333	0.0187843618833	0.009071981	0.0184613847611
a20	0.0264344373519	0.0207463059252	0.0670080940852	0.118764823926	0.0540355726296	0.10696277727	0.568626505259	0.0111533788444	0.0108243216278	0.00580948786667	0.0096342839537
a31	0.0600977851173	0.0271629109751	0.0922172346951	0.118463847975	0.0632629912099	0.23928912909	0.327092091753	0.0172229991481	0.0392031798759	0.00562938728889	0.0103584659846
a20	0.0796855150391	0.0368477686584	0.061713147565	0.066302361325	0.06930381207	0.341730166363	0.260046830584	0.0171644558827	0.0486656259586	0.00420772742963	0.0143326086615
a31	0.152386845013	0.0684160262195	0.0525579171883	0.0482303134417	0.0647848340233	0.325988685454	0.212017172195	0.0193079677942	0.0376003206529	0.00525202747654	0.0134578703538
a11	0.171865323338	0.132971355406	0.0842303277294	0.0623363921472	0.0607173680078	0.277297955151	0.137954859398	0.0210562375981	0.0332123226843	0.00747151039218	0.0108863389179
a31	0.120959242779	0.174262898469	0.119443809243	0.0937669940491	0.0590710283359	0.238143711717	0.125639036466	0.0170484325327	0.0232445893614	0.0172750963641	0.0111451936393
a20	0.139033140926	0.172022162823	0.104274499748	0.0853309123497	0.0500631737786	0.248275123906	0.129942588822	0.0150588079109	0.0189771539538	0.020271723688	0.0167507542131
a31	0.100909176975	0.146414480941	0.146110986583	0.108682971783	0.0496713799262	0.263152287969	0.099743116274	0.0078133293703	0.0179169501513	0.0325494201293	0.0270359284044
a29	0.168507645658	0.137332783647	0.156368448194	0.116102483928	0.0458590266421	0.205106592656	0.084826798758	0.0060340762901	0.0175697991171	0.0361107289431	0.0261816491348
a46	0.218803808553	0.170615584549	0.102334415398	0.0913623746427	0.0657299605474	0.223274947552	0.0650327579193	0.00540436776337	0.0086575407057	0.0200579385477	0.0287263057116
a18	0.147136159518	0.201401601516	0.0991286101327	0.110899454881	0.0988128185158	0.198290575851	0.0288297556398	0.00877286392112	0.0084978365019	0.0244050128492	0.0738252805705
a31	0.102302783173	0.169476960505	0.184870261711	0.17920717496	0.0910703061719	0.108528368617	0.0143021261466	0.014261525807	0.0088687991673	0.0265319202831	0.100579756857
a28	0.206140454391	0.131060096835	0.204679193904	0.187516074987	0.0786010133906	0.062046644539	0.0140808696489	0.0166009679357	0.0094939223891	0.021024767761	0.0687559989523
