 	deve	essere	bianco	</S>
a31	0.3060937922	0.0243298789	0.60575869	0.0638176035
a11	0.3146669564	0.0327553689667	0.288396219	0.364181425833
a31	0.275418731133	0.0585793423222	0.10600771	0.559994208611
a37	0.258299613378	0.113826507441	0.237833078	0.390040836204
a31	0.108366746126	0.11065780648	0.370160812667	0.410814678735
a37	0.110467867375	0.0680489494933	0.283259590889	0.538223592912
a31	0.133971402458	0.0557713364978	0.394824730296	0.415432507637
a20	0.143178130819	0.0554201304993	0.603352093432	0.198049629212
a31	0.11600981494	0.0411393544998	0.738621797811	0.104229017404
a0	0.109882529647	0.0339401358333	0.788888165937	0.067289158468
a31	0.106766163882	0.0346705066111	0.774622738646	0.083940581156
a20	0.137457011961	0.034876729537	0.737438059549	0.0902281847187
a18	0.260037560654	0.0556454975123	0.617541973183	0.0667749425729
</S>	0.311252665327	0.0705814437561	0.550202746592	0.0679631062864
