 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.0520878575	0.2670916445	0.032070717	0.162589255	0.07075558	0.0270837895	0.0041494772	0.0129281296	0.212347483	0.15889610515
a31	0.0513612328333	0.2689355175	0.0245998178667	0.215857811667	0.0824346983333	0.0149241842	0.152020657067	0.00902969126667	0.126571769667	0.0542646697464
a28	0.0327936692778	0.139197171833	0.0755420948222	0.247915847222	0.0872232011111	0.0233335434333	0.260933259022	0.0114139934222	0.102600876556	0.0190463794452
a31	0.0323899674259	0.101921908944	0.111957782941	0.197315034074	0.11184894037	0.0395842044778	0.323492956341	0.0228061664741	0.049982222852	0.00870083608173
a29	0.032578852142	0.064069814648	0.173030805647	0.163190276358	0.140948373457	0.0795506348259	0.286812697114	0.0234069078914	0.0294375469507	0.00697408602724
a39	0.0318630070473	0.059722949216	0.260593298549	0.189155945453	0.143446794486	0.179621068275	0.103847568371	0.00940047923047	0.0154526315502	0.00689625900908
a31	0.0384275886824	0.106380790739	0.19712413285	0.203906328484	0.176442828162	0.203602049425	0.054961038457	0.00533373971016	0.00932612651673	0.00449542005636
a39	0.0531955095608	0.127044580246	0.118279775617	0.189118522828	0.229682829387	0.229366176475	0.036333954319	0.00628496033672	0.00590096427224	0.00479275940545
a41	0.0601261998536	0.0915886367487	0.090023986539	0.139797414276	0.297466556462	0.283657648825	0.0190595619397	0.00708324711224	0.00422761022408	0.00696913990182
a10	0.0712536332845	0.100861905583	0.0769550121797	0.127462691425	0.366024732154	0.226564386275	0.0129505279799	0.00682666770408	0.00470243910803	0.00639798606727
a31	0.0776083560948	0.148830058528	0.0958039440599	0.189483367142	0.324756280718	0.128113534425	0.0108793609933	0.00824700756803	0.0117933846027	0.00448468728909
a18	0.115657077032	0.162827142843	0.0867155256866	0.205213265714	0.298458550239	0.0671635771417	0.0116883379978	0.00936204285601	0.0159395285342	0.0269749050297
a31	0.120152380677	0.129518077614	0.107910579562	0.173481275238	0.243986766746	0.0490022223806	0.0120054929993	0.0177993996187	0.0451413851781	0.101002368343
a3	0.150410248559	0.120776789205	0.120789698521	0.161989080413	0.193869645582	0.0375801417935	0.0183407283331	0.0237521178729	0.0570986243927	0.115392917781
a18	0.208493022853	0.114054044735	0.0651199481737	0.131001592138	0.214800755194	0.0312998295978	0.028165270111	0.0252157779576	0.0468517507976	0.134998040927
a31	0.154206655951	0.093323585245	0.0440926017246	0.099144094046	0.145281761731	0.0223144628659	0.028163366037	0.0306686176525	0.0588351069325	0.323969780309
a23	0.131431460317	0.109693783748	0.0558778129082	0.0950471380153	0.109345607244	0.030414282622	0.0380019040123	0.0411951338842	0.0606171723108	0.328375688103
</S>	0.154055230159	0.132905021874	0.0694210514541	0.111147029008	0.126835038622	0.046054111311	0.0510967370062	0.0497539689421	0.0594245311554	0.199307236051
