 	stava	ancora	cucinando	</S>
a8	0.51158552	0.0826742875	0.0719407125	0.3337995275
a46	0.756205873333	0.0773603325	0.0412903018333	0.125143562567
a24	0.618733767778	0.291189294167	0.0422239766111	0.0478530052557
a37	0.368074859259	0.560399398056	0.0423827768704	0.0291429650852
a20	0.380302413086	0.525765352685	0.0510319289568	0.0429002803617
a31	0.575496324362	0.329251379562	0.0531952173189	0.0420570691206
a37	0.520545424787	0.173090761854	0.0801153181063	0.22624850404
a31	0.301418354929	0.258845047285	0.0992872083688	0.340449378013
a20	0.242749574976	0.292482707762	0.101428495123	0.363339206004
a31	0.132830829659	0.181717041254	0.120170161708	0.565281955335
a6	0.137428934553	0.177978840418	0.139637483903	0.544954738445
a31	0.181233554851	0.195797010139	0.187280907968	0.435688542815
a20	0.195575891617	0.21016340338	0.216298219323	0.377962490938
a46	0.231648807206	0.231054721127	0.234634006441	0.302662473646
a31	0.232724495735	0.234896897042	0.268560518814	0.263818114549
</S>	0.225386757868	0.234461528521	0.299761009407	0.240390727275
