 	non	ho	cosa	a	fare	</S>
a8	0.035964147	0.071130835	0.161911798	0.151261905	0.46978533	0.109946008
a31	0.0174494960177	0.0498017108667	0.0738231226667	0.148701571667	0.661564426667	0.0486596909927
a37	0.00584239076357	0.0192082281456	0.0383054466556	0.083556946889	0.836859072222	0.0162279193299
a11	0.125630442328	0.0824172847052	0.0685890633185	0.0670242286297	0.627037574074	0.0293013641163
a13	0.195073480776	0.167062611568	0.12734973444	0.10771496621	0.366420454691	0.0363786753721
a20	0.248168560259	0.166003490523	0.121663516813	0.130152088737	0.279653277564	0.054359029124
a31	0.24803319342	0.120615255508	0.0838453676043	0.106995312246	0.375174805188	0.0653360650413
a8	0.172212454473	0.0927651505027	0.0754535292014	0.096640960082	0.492432588396	0.0704953086804
a31	0.154660002491	0.136638356834	0.144201263067	0.100837653361	0.350717999465	0.11294472956
a46	0.13371758183	0.187784338945	0.178122177689	0.0866814644537	0.299502396488	0.114192083187
a8	0.161826677277	0.208849202982	0.158119575896	0.0836361414846	0.287463998829	0.100104434396
</S>	0.162675668638	0.218233891491	0.159549752948	0.0832628457423	0.275324449414	0.100953407198
