 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a20	0.037640641	0.206369546	0.184546821	0.050225339	0.0182642325	0.066311366	0.0268543889	0.090942295	0.128218298	0.100972351	0.02460783575	0.011962444225	0.006485249315	0.0074335381	0.015592510365	0.0235730899
a11	0.0367342256667	0.216337260667	0.200838830333	0.0520282066667	0.0147747828667	0.0334462056667	0.0211540462333	0.120703771667	0.105694821333	0.102813941	0.0388246260833	0.0151056398917	0.00217655898633	0.0253581114333	0.00545145499833	0.00855751185667
a38	0.0165580700889	0.132220685556	0.119716838444	0.0395385098889	0.00532185202223	0.0222448967222	0.0231292204111	0.137803305889	0.116992538778	0.210392647	0.109787016694	0.0259739722972	0.00075533128011	0.0343215939778	0.00212525581278	0.00311829002556
a37	0.0119167578963	0.223256095185	0.166020464481	0.093269171963	0.00317977437408	0.0137669347407	0.0188651878037	0.061669365763	0.0672230083593	0.191858963	0.109779529231	0.0208130757657	0.000283539621037	0.0153238038926	0.00120986565093	0.00156447449185
a11	0.0157668936321	0.272466521728	0.209632504827	0.128799293988	0.00912930845803	0.0271594202469	0.0455069179346	0.0335521563877	0.0352673678864	0.104042768333	0.0848690534103	0.0223626212552	0.000220630854679	0.0077096638642	0.00168356028364	0.00183131483062
a13	0.0256853902107	0.203186850576	0.193109108276	0.146129341329	0.0462154638193	0.060878324749	0.0654971803115	0.0344830514626	0.0347139149621	0.078805918111	0.0787760278034	0.0222325409184	0.000400347918226	0.00571290678807	0.00165050184788	0.00252314824354
a37	0.0324779734036	0.136702970192	0.190205316092	0.20347955711	0.11009634794	0.0830410199163	0.0468377627705	0.0437293314875	0.0465984059874	0.0488621463703	0.0396135802678	0.0100237818728	0.000805032139409	0.00406272439602	0.00066736096796	0.00279671328118
a31	0.0302319888012	0.156639203397	0.246890588697	0.22301936237	0.100669403313	0.0684922363054	0.0282055349235	0.0372024004958	0.0417680536625	0.0308393284568	0.0205235824226	0.00478841919093	0.000824356023136	0.00765027093201	0.000303791607987	0.00195146984706
a24	0.0580692982671	0.178116051132	0.250036539566	0.194925154123	0.0565280874377	0.0450812267685	0.0159980286412	0.0307150924986	0.0737142862208	0.0414106774856	0.0272215468075	0.0139672272303	0.00320955671771	0.00928259977734	0.000274606245996	0.00145000383569
a31	0.060887888089	0.268192540377	0.244426889855	0.143733822708	0.0366003635626	0.0318122069228	0.0090032096804	0.0259368162662	0.0811851077736	0.0419324480285	0.0273570939792	0.0166333110101	0.0039183286919	0.00693223272578	0.000232404891999	0.0012153626919
