 	hai	già	mangiato	</S>
a38	0.1677217089	0.067397541	0.62345799	0.1414227725
a31	0.324101352967	0.114879673667	0.437663623333	0.12335534225
a20	0.323621000989	0.160399617889	0.462873074444	0.0531063005
a31	0.226863906996	0.389453745963	0.348715318481	0.0349670351667
a27	0.159706598999	0.415945748654	0.401479666494	0.0228679840556
a31	0.194858446333	0.339404766218	0.424741633165	0.0409951436852
a20	0.322063332111	0.323490362073	0.246370515388	0.108075764562
a31	0.395732424037	0.165716190691	0.263427938463	0.175123434854
a39	0.346703421346	0.092348186897	0.393747919488	0.167200478285
a20	0.213756757115	0.057446002299	0.615412939829	0.113384292762
a10	0.190622355705	0.078669277433	0.62634674661	0.104361597587
</S>	0.223099097852	0.106663858716	0.549697623305	0.120539398794
