 	lo	posso	finire	di	fare	</S>
a20	0.019947782	0.0006285169	0.0001343357858	0.0017886454	0.9763124	0.00118828482
a31	0.0400139826667	0.000520879466667	4.84086432667e-05	0.2955252569	0.663246378	0.000645053275333
a46	0.0822633142222	0.000651375455556	2.30640555556e-05	0.394177519467	0.522490790667	0.000393877733778
a31	0.404026878074	0.00270029098519	3.49374105185e-05	0.133615192589	0.458827730732	0.000794926264593
a41	0.750613579358	0.00703737366173	0.000163646528506	0.0455429603297	0.194321470754	0.00232096372153
a18	0.811416779786	0.00913623805391	0.00170497290284	0.0196584346432	0.120179581918	0.0379040162405
a7	0.841970903262	0.0066737968513	0.00303549233428	0.0141113982144	0.0666606556393	0.0675478190802
a41	0.634523464421	0.0664717882838	0.0438903649448	0.0388597520715	0.10268220188	0.113572495027
a31	0.284398797474	0.147806612761	0.109123141648	0.0880616173572	0.251487820627	0.119122034676
a0	0.147997135158	0.22199067092	0.196378850549	0.0977780324524	0.274534420209	0.061320877892
a31	0.103479802386	0.203134500307	0.18855127685	0.0732824131508	0.391008386736	0.0405435882973
a39	0.096580491462	0.160248653436	0.159282762283	0.0845072533836	0.441277945579	0.0581028417658
a46	0.122693700487	0.180541624479	0.195927740761	0.117507761128	0.285410445193	0.0979186805886
</S>	0.128117685244	0.17020760724	0.19103770038	0.127750110564	0.270908092597	0.111978780294
