 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
a10	0.0254752695	0.0011123046	0.054557615	0.8788812	0.00602652265	0.007899523875	0.0156973904	0.0068032628	0.000752272825	0.0027945973
a31	0.0202230725	0.000891668233333	0.103021888333	0.60577647	0.00971166821667	0.214406804292	0.0265251958	0.0170963699333	0.000958579508333	0.001388263136
a1	0.0137936421667	0.00317046197778	0.109124551111	0.253265708	0.0247954744056	0.314030744764	0.0797226486	0.172882511644	0.0114412783361	0.0177729701147
a28	0.0168098503889	0.00736871665926	0.053431636037	0.123297835333	0.0515092548019	0.175850418255	0.1368769862	0.364624940548	0.0264383947787	0.0437919450382
a24	0.0839229111296	0.00798940831975	0.0304459090123	0.0758534064443	0.089941644934	0.227748909418	0.125846888733	0.294212456849	0.0217866561929	0.0422518026794
a31	0.141199287043	0.00477940378658	0.0152587264708	0.0423743823814	0.0771521303113	0.315294823139	0.188111302911	0.17331985895	0.011312455331	0.0311976502265
a18	0.319342255681	0.00212183173219	0.0175001992903	0.0553359176938	0.0572945321038	0.224246579713	0.182262734637	0.111201041217	0.00717255241033	0.0235223754088
a24	0.575434285227	0.00378730113406	0.0243525814301	0.0751014158979	0.0682805073679	0.116481630571	0.069894152879	0.0452207173057	0.00304356657011	0.0184038591363
a13	0.714214981742	0.00525696847802	0.02343197281	0.0502563056326	0.057410560456	0.0779218905237	0.0303510837597	0.0236886797019	0.0015944345567	0.0158730893788
a18	0.806405047247	0.00338237132601	0.02136980927	0.0283655625442	0.057471008152	0.0496242118412	0.0119004356866	0.00951384190063	0.00121116848557	0.0107565161263
a31	0.586704142416	0.00197734727534	0.01455683989	0.0170583528481	0.0456714047173	0.173809843947	0.0829793345289	0.0523253640335	0.00719886389519	0.0177185190421
a24	0.436088540805	0.00162674072511	0.01470001443	0.041612272616	0.0509981355724	0.246069261316	0.111027984843	0.0674852432445	0.0100101074651	0.0203817296807
a11	0.546017303602	0.0017809806417	0.0344990101433	0.0957409842053	0.0984463205241	0.135316307439	0.0430554048477	0.0249149470815	0.0051576249217	0.0150711688936
a31	0.400753447867	0.00138381128057	0.0426408593811	0.0977363254018	0.093556072508	0.161220196146	0.108136014849	0.0483879797938	0.0151926962406	0.0309926329645
a39	0.323513762622	0.00156966042686	0.030636711127	0.0850077308006	0.0749727865027	0.233772962049	0.138282143283	0.0573922099313	0.0196625845135	0.0351894863215
a20	0.405438467541	0.00164769840895	0.035493229709	0.162668395267	0.123470842168	0.164657804016	0.0573798420943	0.0219214732771	0.0089133488045	0.0184089327738
a31	0.27051547918	0.000810600776317	0.035673124903	0.179305683089	0.110965593389	0.108632548005	0.217952520031	0.053051701059	0.0068482338015	0.0162445529246
a17	0.239993706393	0.00184585043211	0.023530568301	0.11184040903	0.0709805487963	0.178908749335	0.281703894677	0.0662473396863	0.00830265626717	0.0166463296415
a20	0.295864868798	0.0025226875107	0.024837393767	0.237981139677	0.0863560412654	0.196529069778	0.110559772559	0.0266601978954	0.00671916455572	0.0119696814805
a31	0.168679779199	0.00131371936357	0.0212663849223	0.279255093226	0.0628661999885	0.117556773259	0.255281377186	0.0755534846318	0.00652040965191	0.0117067714268
a24	0.191137072666	0.00456725794786	0.0151643596408	0.131980720075	0.0518956962295	0.16387794442	0.316621462395	0.0982097938773	0.011049452884	0.0154962601423
a20	0.259411840889	0.00863884064929	0.0231646885469	0.157210005692	0.0881635820765	0.25379401814	0.133746808132	0.0453156896258	0.0144686849613	0.0160858740474
a8	0.218690540296	0.0202056578831	0.0483519551823	0.210824611897	0.118536427359	0.24687117938	0.0662550123773	0.0317328315419	0.0190358189871	0.0194960100158
a20	0.204796800099	0.0500208792944	0.0757533783941	0.170275587299	0.126590575786	0.217128813127	0.0513679117924	0.0426044828473	0.0311464689957	0.0303151653386
a31	0.1317357197	0.0460867701981	0.057924553898	0.133662125766	0.0842269460287	0.245850744376	0.138173679264	0.0854271242824	0.0416804583319	0.0352319417795
a24	0.1397368329	0.0239267278327	0.026882464066	0.0941696625887	0.0604421841096	0.307756094792	0.173985476421	0.0952748967608	0.0424463881106	0.0353793169265
a37	0.184138600967	0.0472233832776	0.0342403763553	0.0961427715296	0.0858448893699	0.281387234931	0.109098286807	0.0709461759203	0.0484930120369	0.0424852529755
a46	0.154710086989	0.110610481093	0.0589988321184	0.11248898051	0.09516258979	0.19447668831	0.0868447769357	0.0727090536401	0.060477305679	0.0535211823252
a31	0.10425503533	0.102415808098	0.0513045523728	0.0881752268367	0.0669193502633	0.14387805277	0.149746362312	0.195471421213	0.050650464893	0.0471837407751
a28	0.0806303614433	0.049083537766	0.0286215481243	0.0687030422789	0.0608347104211	0.19037382759	0.185302657437	0.242425925404	0.048811624631	0.0452127822584
a24	0.117113803814	0.0974195265887	0.0472814717081	0.0665792774263	0.084545186807	0.200010379197	0.125158505812	0.137752413468	0.0641797682103	0.0599596727528
a31	0.107599267938	0.11636827053	0.0634604579027	0.0781657724754	0.0840062069357	0.134658628399	0.0971085952707	0.127998817823	0.0779729627368	0.112661009584
a17	0.0901668543127	0.07910903851	0.0603932066342	0.0813073274918	0.0904932536452	0.132198821466	0.100401091757	0.140115275941	0.0904074992456	0.135407633195
a31	0.0702231121042	0.0568015895033	0.0472964792114	0.0639910818306	0.0751344952151	0.110276371822	0.121178173919	0.16174550198	0.132145051415	0.161208174398
a46	0.0643606997014	0.0523497031678	0.0491262667371	0.0633030799435	0.0720685990717	0.096697585274	0.12396832464	0.16229077066	0.145075993805	0.170759014799
a8	0.0890912599005	0.0794392143893	0.075898005579	0.0855787319812	0.0965592296906	0.114841436758	0.107336159547	0.12131440822	0.111514287935	0.1184272916
a31	0.0735055686335	0.0700891564631	0.0659881588597	0.0715939526604	0.0769612998969	0.087203402586	0.105482601182	0.127435974073	0.138578965978	0.183160960533
a8	0.0688045715445	0.0632535104877	0.0615930366199	0.0671222108868	0.0733160699656	0.0831373861953	0.104214160394	0.128371891358	0.146506133993	0.203681080178
</S>	0.0857035207722	0.0781192052438	0.0772931333099	0.0831311304434	0.0913761399828	0.101622033098	0.100740125197	0.112786445679	0.120560874997	0.148667430089
