 	dove	aveva	per	stare	non	aveva	</S>
a24	0.221074813	0.045925126	0.089352803	0.37516554	0.0322949265	0.1208006315	0.115386143
a20	0.369695081	0.082190934	0.158041144333	0.249745383333	0.0299129955	0.0566554965	0.053758996
a13	0.423322173667	0.129391704667	0.184153668111	0.189542494444	0.0183021273667	0.0296917095	0.025596107
a37	0.387168151222	0.128363668222	0.121375297704	0.319984488148	0.0104820055222	0.0185560648333	0.0140702701
a24	0.373994850407	0.0869626227407	0.106299327568	0.344433882716	0.0559377677074	0.0159259009444	0.0164456314667
a31	0.266471406569	0.0511282775349	0.0763512463227	0.511010647572	0.0686887204491	0.0114015864411	0.0149480675552
a20	0.337452671956	0.0212336614663	0.0342006752409	0.512839596524	0.0349838380297	0.04096593494	0.0183235695847
a0	0.526632123985	0.0243612594888	0.037392879747	0.288097752841	0.0465745160099	0.05389996998	0.0230414965282
a20	0.556328241328	0.0296237108296	0.053034809249	0.24469954428	0.0698649473366	0.0309159749933	0.0155327818427
a31	0.407975255109	0.0184066476665	0.0429377757497	0.445327651427	0.0556879386789	0.0202204021778	0.00944437633257
a8	0.318868859703	0.00888486727883	0.0238080752499	0.497768067142	0.040262403793	0.0758041812393	0.0346036358292
a23	0.470611386568	0.0103209050929	0.0182295030833	0.203486628714	0.0466132102643	0.17657957708	0.0741588519431
a38	0.433093852189	0.0119866108643	0.0163216296944	0.0862683835713	0.0441090917548	0.299068045693	0.109152413981
a33	0.281141824063	0.0125320437881	0.0166342492315	0.0547673175238	0.0506792989183	0.414418838564	0.169826461327
a31	0.158880114688	0.00988767092937	0.0195256730772	0.338930117841	0.0376051476394	0.296085383188	0.139085885309
a24	0.251515011563	0.00926636064312	0.0225358473591	0.474828075947	0.0537906548798	0.129361841396	0.0587021719697
a18	0.339664857188	0.023873482881	0.039731089453	0.282154768649	0.108711658293	0.138383767132	0.0674803293232
a31	0.195009284063	0.0256454063937	0.049899924151	0.467312486216	0.0879728075977	0.112528346677	0.0616317181077
a33	0.190845589688	0.0218511142312	0.0460602740503	0.534704805405	0.0897793373659	0.0806711365257	0.0360877700359
</S>	0.270523944844	0.0280216271156	0.0480873895252	0.376281917702	0.133568238683	0.104068768263	0.039448138518
