 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.0207302347	0.206932582	0.131855268	0.0214969955	0.095311416	0.002981034427	0.3405978615	0.04950158535	0.059662775	0.03338083175	0.013753784015	0.017567405825	0.0062281989
a31	0.0246415259	0.277090010667	0.178638879333	0.0162244478333	0.0461042416667	0.00102758897967	0.127712117167	0.02281559835	0.158891931667	0.07402316725	0.036035767005	0.0308327739417	0.00596190063233
a23	0.0144968704333	0.167120862222	0.112460010911	0.0094156415111	0.0357323948889	0.00139935387922	0.313563114722	0.04772853245	0.166441945656	0.06676754225	0.036134243335	0.0264827419806	0.00225667057644
a31	0.00593933172377	0.0570430145227	0.039981751637	0.00424067854037	0.0277646069963	0.00151647156841	0.373125168241	0.0538711078167	0.0569906061187	0.0235202989833	0.274827322112	0.0801227559935	0.00105678358881
a39	0.0118813693539	0.0249697436229	0.0358996194123	0.0146437269835	0.0671741990321	0.00522041363147	0.165294889414	0.0303041486056	0.0236644585062	0.0131190497278	0.408814087371	0.183607865331	0.0154063488929
a8	0.0367164244513	0.030060806541	0.0905306384708	0.0544313496612	0.193275486344	0.00801724971049	0.0969855264713	0.0228464403685	0.0178142151687	0.0137909939093	0.204973636457	0.168610586444	0.0619466122976
a31	0.0358379867838	0.026419436247	0.0873989412236	0.0553307541537	0.178220347481	0.00438948343683	0.0346317017104	0.0098378259295	0.0113849138896	0.00930972862643	0.350328426152	0.134297903481	0.0626125620992
a13	0.0350411208946	0.0589172978157	0.158233005475	0.0999404056512	0.0951175011937	0.00194432074561	0.0140291644568	0.0049709951165	0.0131946424632	0.00495216019881	0.386833590384	0.104358165194	0.0224676600331
a31	0.0357474626315	0.0715175676052	0.183666432825	0.11576534655	0.0687177789312	0.00148574824854	0.0083032143856	0.00360305157217	0.0138933749744	0.00419976106627	0.353451271795	0.129964595765	0.00968439174437
a46	0.0310327282105	0.0919160742017	0.171887348608	0.12121063685	0.0529338081771	0.00156803734951	0.00728731902853	0.00567461422406	0.0254363434781	0.00416336292209	0.343091971698	0.139126697755	0.00467102578146
a35	0.0710870744035	0.158004311401	0.276970129536	0.20480085895	0.0668686693924	0.00176650944984	0.00693966590951	0.00718165964135	0.0345695264927	0.00464249677403	0.116122411666	0.047772525085	0.00327413899382
a24	0.102281801468	0.189343567134	0.315858149845	0.216663722983	0.0597434281308	0.00367907921661	0.00654380186984	0.00673437694712	0.0305211978309	0.00595097599134	0.040304068822	0.0169993761617	0.00537644126461
a18	0.101518787156	0.257940439045	0.291864389948	0.174178310994	0.0535349130436	0.00838562480554	0.0105713462899	0.0121265558157	0.0450696446103	0.00985028349711	0.0160194465407	0.00726144698723	0.0116788117549
a17	0.093558969052	0.341154146348	0.219463216649	0.124457075331	0.0559258763479	0.0165216682685	0.0169653237633	0.0214398529386	0.0636778082034	0.0156468178324	0.0081307008469	0.00412857852908	0.0189299752516
a43	0.0913255730173	0.376453942116	0.155392672216	0.10047114011	0.0601332254493	0.0318485824228	0.0220828965878	0.0297385803129	0.0758418660678	0.0233223469441	0.00573690894897	0.00326917190969	0.0243830967505
a31	0.0789136643391	0.343047930705	0.112282954072	0.0753426647033	0.0498932328164	0.0295578467076	0.0969315521959	0.0277870481043	0.0685445996893	0.0562871679814	0.0342578236497	0.0080206489699	0.0191328986835
a20	0.0617655847797	0.338988510235	0.0965620163573	0.0681521029011	0.0389578569388	0.0213205874692	0.121385695399	0.0305235360348	0.0934608475631	0.0625881996605	0.0448376065499	0.0105968563233	0.0108606436612
a24	0.0560246869266	0.378923280078	0.0950620404524	0.086250040967	0.0449808206463	0.0257415674897	0.0642638564663	0.0459228506783	0.133061715854	0.0339573205535	0.0190699543833	0.00670669897443	0.0100351685537
a49	0.0546523586422	0.384571866693	0.0944330418175	0.100979218656	0.0550001852154	0.0231310514966	0.0546580738221	0.0544064968928	0.128425291951	0.0259779665178	0.0090110530611	0.00439133825814	0.0103620731846
a39	0.0654734618807	0.360075905564	0.103491542273	0.119750144552	0.0652792900718	0.0201249191655	0.0551401986074	0.0549427122976	0.110709083984	0.0244737985059	0.00515257858703	0.00313520745271	0.0122511943949
a19	0.0840656366269	0.317195588521	0.111336017424	0.136769834851	0.0746907833573	0.0206429410552	0.0583417158691	0.0539856540992	0.0959324779947	0.0255395121686	0.00372011112901	0.00247612251757	0.0153036317983
a18	0.0990687235423	0.29197448284	0.114318575808	0.142590101617	0.0804849944524	0.0207692336851	0.0678639292897	0.0517173826997	0.0837948959982	0.0248365710562	0.003507459043	0.00231026573919	0.0167633945994
a31	0.0859726698474	0.234606830947	0.096941451936	0.118497550539	0.0876363648175	0.0257121452284	0.17920674643	0.0594285702332	0.0691441726661	0.0225826393521	0.00655697224767	0.00261341927973	0.0111004529098
a17	0.102302635282	0.284617710316	0.107605233979	0.0884813968463	0.0681592932725	0.0263671957428	0.19087041581	0.0481971004111	0.046732472222	0.016366865784	0.00937945674922	0.00376750895991	0.0071526983466
a20	0.123657151761	0.314444493439	0.128790917993	0.110256938949	0.0640663760908	0.0216832305809	0.0956480439367	0.0418321804704	0.0573157947407	0.0183100475947	0.00721177134974	0.0037625650533	0.0130204697822
a31	0.0781705612537	0.17002635948	0.085564069331	0.0995337243163	0.0880098853636	0.0194043058603	0.301262936312	0.0538246281568	0.0598932765802	0.0193243370316	0.00989714021658	0.0032325322511	0.0118562323407
a37	0.0940375977512	0.220360484827	0.081272959777	0.0705837561054	0.0687395897879	0.0185273429534	0.343457777104	0.0373699580523	0.0312079671934	0.0105048984105	0.0125437507389	0.00430233725037	0.0070915785269
a31	0.11547682825	0.303770448276	0.108964011259	0.0838044353685	0.0555320912626	0.0191942229845	0.149798437368	0.0453388946841	0.0470304857311	0.0303466267035	0.0140383025796	0.00550505108346	0.021200198509
a20	0.0730055064167	0.266029382759	0.10131465842	0.0871843717895	0.0669383637542	0.0188129183282	0.112375029123	0.079662080228	0.0897342819104	0.0545173989012	0.0132402476599	0.00527413979449	0.0319116608363
