 	voglio	che	Maria	venga	domani	</S>
a20	0.1232043475	0.0745285895	0.0510721125	0.32232703	0.0610549745	0.36781299
a21	0.0548698745	0.0586607811667	0.0178723615	0.587311566667	0.0527691391667	0.2285162822
a31	0.019831945718	0.0436983987222	0.00614261685707	0.829543735556	0.0226882312012	0.0780950523548
a37	0.0126362817907	0.0719714279074	0.0621922596428	0.789464011852	0.0320839768794	0.0316520402064
a31	0.0543307965969	0.282671475969	0.0926292665476	0.504857003951	0.0392099634598	0.0263015050688
a35	0.105426612199	0.324944408656	0.133420268849	0.37835918465	0.0281084659866	0.0297410666896
a31	0.0949428273997	0.287205486219	0.194536786283	0.36788011155	0.0292111173289	0.0262237122299
a20	0.162018839133	0.283121895406	0.165874655428	0.307781337183	0.0232380197763	0.0579652807433
a31	0.184563856378	0.189467788469	0.227074648476	0.309082305728	0.0227843165921	0.0670270569144
a18	0.166681222126	0.18816398949	0.254131559492	0.279920585243	0.0261178835307	0.0849847323048
a31	0.156710646709	0.215175616497	0.196984789831	0.259436545081	0.0437737628436	0.127918650768
a3	0.141566378236	0.280533522166	0.186373589944	0.235495115027	0.0579792342812	0.0980522159227
a13	0.161452321079	0.320668294055	0.215790823315	0.166392088342	0.0697112180937	0.0659852909742
a37	0.12178322536	0.285349981352	0.324916727772	0.123603492781	0.0896055893646	0.0547410169914
a46	0.09324769312	0.210607340451	0.444631489257	0.104507820927	0.0957663464549	0.0512393656638
a31	0.05836785904	0.17492405015	0.468462566419	0.129407846976	0.119717268818	0.0491204218879
a18	0.09850405968	0.21354033005	0.355672118806	0.138023042325	0.132379080939	0.0618813539626
a46	0.142115598227	0.228280946683	0.334609939602	0.120892827442	0.107709498313	0.0663912103209
</S>	0.123758031614	0.209061438341	0.402250059801	0.119754398721	0.0920838791565	0.0530922336604
