 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.09930395	0.0422817955	0.032356795	0.0368283555	0.47417942	0.0757923075	0.13518215	0.104075179
a21	0.114385313333	0.0528309085	0.0384077533333	0.0410309655	0.496313286667	0.0754839691667	0.0975883133333	0.0839594523333
a31	0.0911328344443	0.0491017795	0.0452415557778	0.0624250831667	0.442398295556	0.101622283056	0.113615404444	0.0944627687778
a21	0.0988476314814	0.0470062361667	0.0592759065926	0.0563605857222	0.381300128519	0.0961048700187	0.123939068148	0.137165584259
a31	0.23661178716	0.206786143389	0.0593735588642	0.0327686940074	0.215386510173	0.0460918033396	0.0785087125493	0.124472788986
a13	0.449235829053	0.32740999113	0.0259712337547	0.0139393288691	0.080986608491	0.0188635309132	0.0364159460164	0.0471775422287
a35	0.581586043018	0.31199525371	0.0121886212849	0.0071785472897	0.0297189370303	0.00945193923773	0.0242890773388	0.0235915820762
a37	0.623571397673	0.260021801237	0.00970420966163	0.0122677629966	0.0158664494434	0.0117964038792	0.0388609844463	0.0279110203587
a31	0.533562815891	0.224878340412	0.0166212995539	0.0266024659989	0.0486667171478	0.0207700499597	0.0771248988154	0.0517734501196
a37	0.53216253863	0.196117312137	0.019262331518	0.027657778333	0.0640144147159	0.0215870333199	0.0806746772718	0.0585239267065
a31	0.671144912877	0.129011956046	0.017455176506	0.018199022111	0.0575777072386	0.0143602407733	0.0457633550906	0.0464876689022
a24	0.615925754292	0.112919325349	0.0358984761687	0.032654197037	0.0754671357462	0.0302749345911	0.0434857686969	0.0533744196341
a31	0.610197134764	0.0922820811163	0.0442559080562	0.0404618853457	0.0716891199154	0.0388146185304	0.0456013735656	0.056697878878
a13	0.551134578255	0.0903086563721	0.0563567953521	0.0534661681152	0.0754485279718	0.0517541581768	0.0555145268552	0.0660166169593
a31	0.459429659418	0.0995929054574	0.0708083371174	0.0691340277051	0.0806956659906	0.0659641510589	0.0692860606184	0.0850892239864
a27	0.434132299806	0.102920046819	0.0747135210391	0.073684994235	0.0811464986635	0.0697739970196	0.0730342315395	0.0905944133288
a31	0.409353203269	0.10583891394	0.0781925603464	0.0780695614117	0.0794667518878	0.0724193490065	0.0759964375132	0.100663218443
a35	0.40116940109	0.105783634647	0.0791158967821	0.0795174204706	0.0787971129626	0.0727767596688	0.0770753815044	0.105764401481
</S>	0.349095765545	0.113015547323	0.087052833391	0.0877273652353	0.0882061364813	0.0834733148344	0.0873791657522	0.10404986574
