 	li	vestono	i	genitori	</S>
a31	0.1434821775	0.502314405	0.018567999	0.26383337785	0.0718020309
a46	0.105489490833	0.686075648333	0.0799472616667	0.0893464831833	0.0391411022333
a18	0.188786723611	0.621067629444	0.127882500556	0.0322945483944	0.0299685857444
a35	0.361050241204	0.527191676481	0.077726920852	0.0157175641315	0.0183136082481
a15	0.428583523735	0.481165645494	0.039367873284	0.0192626440438	0.031620325416
a39	0.411801064578	0.459774468498	0.0368115200947	0.0392802180146	0.052332718472
a31	0.314976241526	0.504576709499	0.0383149853649	0.0894996360049	0.0526324144907
a11	0.234816003842	0.472965369833	0.035456028455	0.189529528668	0.0672330511636
a20	0.291433084614	0.331727976611	0.038378785485	0.221440536223	0.117019621721
a31	0.307200424871	0.328297165537	0.045531326495	0.193509038741	0.125462051907
a39	0.29167287829	0.360630588512	0.053244882165	0.199771056247	0.094680573969
a20	0.30662588943	0.322578852837	0.059165524055	0.225383852082	0.0862458666563
a46	0.31482431981	0.264789417612	0.0695575693517	0.248926440694	0.101902238885
a31	0.28669870327	0.247460989204	0.102925661117	0.265114446898	0.097800201295
a15	0.242947554423	0.245516889735	0.146017953706	0.251526385633	0.113991232098
a24	0.245547021474	0.218104329912	0.165142121235	0.214126045211	0.157080490699
a20	0.256810800491	0.202173093304	0.166926077078	0.203918951737	0.170171083566
a31	0.275508113497	0.238789211101	0.179612162359	0.169719958912	0.136370560522
a13	0.262719731166	0.255095930367	0.19248210412	0.158855744637	0.130846496174
a46	0.216866303722	0.214229536789	0.188238724707	0.210709644879	0.169955798725
a14	0.191239334574	0.18980814893	0.180052341569	0.25958370496	0.179316459575
a20	0.195443384858	0.186367089643	0.179946570523	0.254102111653	0.184140819858
a31	0.246787048286	0.237061619881	0.193317993508	0.177938270551	0.144895046619
</S>	0.285057844143	0.283040674941	0.203546016754	0.125574870276	0.10278056331
