 	lo	posso	finire	di	scrivere	</S>
a20	0.270963555	0.04896644075	0.0091916925	0.0659899435	0.401735482	0.203152848
a31	0.424155018333	0.0467057320833	0.00786415247333	0.167043211167	0.181180880333	0.173050992345
a39	0.679234239444	0.0163102093611	0.00267849964978	0.173827690389	0.070196219331	0.05775314261
a24	0.884674156481	0.00602271990703	0.00099563883526	0.0616179275297	0.0261673313303	0.0205222122867
a18	0.939182895494	0.00585786625568	0.00279291904509	0.0263270485766	0.0161293274434	0.0097099172289
a24	0.829013821831	0.0137292747519	0.0157903466817	0.0691452048589	0.0521305154811	0.020190811943
a31	0.49384485061	0.0178564329173	0.0416063022272	0.11783726662	0.145287398494	0.183567736314
a20	0.25933539687	0.0464463826391	0.104861620742	0.105996902207	0.189703586165	0.293656105438
a31	0.20760261229	0.12388474088	0.189241323581	0.120311839069	0.152797652055	0.206161825146
a1	0.172622824097	0.16607393696	0.220185554527	0.147789463023	0.135742274018	0.157585928382
a31	0.164625944699	0.193989295653	0.246789298176	0.161886934341	0.118431908006	0.114276622461
</S>	0.15467512735	0.227228767827	0.278544899088	0.173930297171	0.093138659003	0.0724822857305
