 	ha	che	sono	usciti	</S>
a31	0.3653983303	0.0382748785	0.01425813475	0.489296725	0.09277193
a13	0.3669626621	0.357984802833	0.01589000975	0.1981941999	0.060968307
a8	0.1405679717	0.728587017611	0.0187460245833	0.0824163858667	0.02968256
a24	0.239159589567	0.609893759204	0.0286966041944	0.0700322496222	0.0522177906667
a31	0.396005943189	0.365927563068	0.0584679640648	0.0957921098741	0.0838064135556
a0	0.30760898273	0.215874409356	0.0635779803549	0.260562666625	0.152375934519
a31	0.220501242577	0.106175128119	0.059007767785	0.360854408875	0.25346142484
a8	0.232414034192	0.096259729373	0.076976912595	0.314396566292	0.279952734947
a23	0.195264231397	0.103496779791	0.0928430241983	0.293991605431	0.314404338316
a8	0.156553143799	0.101367113264	0.102063278066	0.26617159181	0.373844859439
a23	0.185922741266	0.106061157755	0.0950207626887	0.241821310603	0.371174013146
</S>	0.218216450633	0.111304718878	0.0874282613444	0.227385950301	0.355664596573
