 	lo	sentii	che	viene	</S>
a43	0.2297717	0.236554423	0.234526165	0.085518115	0.2136296
a17	0.426243966667	0.212493974333	0.221226344	0.0481178633333	0.0919178743333
a11	0.443621709222	0.128587964778	0.286649660333	0.0678418294444	0.0732988591111
a31	0.186705543407	0.232464048259	0.444554020111	0.0708084163815	0.065468000937
a46	0.167716244469	0.333770496086	0.411592696704	0.0518862070272	0.035034385879
a6	0.30870499149	0.298352962029	0.294663908901	0.0556151586757	0.0426629729597
a31	0.322936677163	0.454939597343	0.158213480967	0.0310194779586	0.0328907486199
a15	0.302796715721	0.458989554448	0.110822634989	0.0554525197195	0.0719385705066
a20	0.40453633524	0.215055496816	0.132682154996	0.11370375324	0.134022273502
a31	0.43043486508	0.164585875605	0.143468141665	0.131480414413	0.130030721167
a17	0.45029418836	0.196920061868	0.120329670555	0.107267490138	0.125188600389
a31	0.380323842787	0.249426350623	0.162202040185	0.0876394487127	0.120408321796
a13	0.362456747596	0.244586346874	0.188118446728	0.0963513229042	0.108487147599
a39	0.395307055865	0.203111272291	0.157631278909	0.118701050968	0.125249374533
a46	0.373995011955	0.19113824743	0.153090259636	0.135653310323	0.146123201511
a31	0.292267613985	0.25722713581	0.204531433212	0.127506293441	0.118467525837
a18	0.224215854662	0.283158111937	0.235775271071	0.138836421147	0.118014337279
</S>	0.245718697331	0.238380820968	0.208760675535	0.158867035574	0.148272783639
