 	non	aveva	da	stare	</S>
a37	0.055195503	0.022216982	0.079366841	0.77784743	0.0653732825
a38	0.0727943976667	0.00952306317333	0.0306007691667	0.838851433333	0.0482303754947
a24	0.0652112231889	0.00355032673111	0.0107837280056	0.904175067778	0.0162796366929
a8	0.0336201470296	0.0057848972437	0.00503424221853	0.949772055926	0.0057886306143
a17	0.0829743690099	0.0205936095812	0.0139798845062	0.817129851975	0.0653222800548
a31	0.10717421967	0.0269810388604	0.0173161963687	0.760931837325	0.0875967254849
a20	0.15332509989	0.0378990842868	0.0162856723229	0.715292472442	0.0771976906283
a8	0.207051299963	0.0738164097623	0.037036910441	0.549846030814	0.132249360209
a31	0.141588054988	0.0747508189208	0.0415291878137	0.632024490271	0.110107489403
a20	0.0944031786627	0.0690638983069	0.0525525336046	0.57263771009	0.211342715801
a31	0.0892408482209	0.0923229141023	0.139313051202	0.27937504003	0.3997481586
a8	0.149355116074	0.107768081367	0.183652467067	0.18561320001	0.373611162867
a31	0.206155015358	0.135894567122	0.178535289022	0.175676883337	0.303738264289
</S>	0.196885582679	0.158232903561	0.193569394511	0.151837941669	0.299474162145
