 	lo	sentii	che	arrivò	</S>
a11	0.453695992	0.2323481635	0.24335423	0.02239869	0.0482029365
a31	0.166380564333	0.247371951167	0.53189837	0.0130648662	0.0412842598667
a28	0.091232537111	0.160536917056	0.729267	0.00478509348667	0.0141784571222
a37	0.19380515237	0.220687442352	0.577052743333	0.00202769731556	0.00642694927407
a20	0.339521544123	0.327830087451	0.296400121111	0.0101974653719	0.0260507671914
a31	0.448933201374	0.309987115817	0.154841593704	0.0230649017906	0.0631731943971
a1	0.582920467125	0.244850751939	0.0845749509013	0.0236702345969	0.0639836741324
a0	0.694341055708	0.191069832313	0.0369802039671	0.020250444199	0.0573585400441
a17	0.676964551903	0.140633257104	0.0293117933224	0.0419259133997	0.111164518015
a31	0.527393340634	0.140194050368	0.0661630224408	0.1063327678	0.159916839338
a0	0.512393270211	0.161102830123	0.0828195574803	0.118762221267	0.124922123113
a46	0.535297356737	0.184657423374	0.0659482291601	0.123771632422	0.0903253657043
a31	0.376915042246	0.228553917791	0.0826157763867	0.196947844141	0.114967409901
a18	0.331964357415	0.23027651593	0.109287812129	0.19763267138	0.1308386233
a31	0.324117432472	0.22850940531	0.134860067376	0.172585497127	0.1399276011
a39	0.268013087491	0.23536224177	0.157273902459	0.180863479042	0.158487307033
a31	0.25657495583	0.22115175059	0.167774327486	0.184835436347	0.169663525678
a46	0.23262845861	0.218422730197	0.176705492495	0.192565408782	0.179677891893
</S>	0.236211574305	0.206583340098	0.181240396247	0.192627154391	0.183337525946
