 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.0019927783	0.001066526995	0.00272375585	0.00254942196	0.007310762835	0.0268425314	0.0350912245	0.12381682	0.428510545	0.00705898075	0.06037335165	0.30266327705
a20	0.0149734163	0.0101092676617	0.00801486945	0.00247193982667	0.003737398735	0.0120129201667	0.0170704833	0.106407587667	0.689520178333	0.00859969408333	0.0257701123167	0.10131210145
a37	0.0322742237667	0.0215342325539	0.01681962615	0.00508574080889	0.00499557081167	0.0188983721556	0.0401940759	0.0829086235557	0.696473119444	0.0222332248611	0.0197804777722	0.0388027058833
a24	0.0370922379222	0.0216923608513	0.0161617433833	0.00628435026963	0.00881559527056	0.0417992397185	0.125734580633	0.171566041185	0.498823719815	0.0279037169537	0.0182572085907	0.0258691976278
a31	0.0489027276407	0.0256062049504	0.0187032207944	0.0104191657565	0.0209481357569	0.0629323532395	0.146837523544	0.206645727062	0.379633433272	0.0203564386512	0.0246293231969	0.0343857538759
a39	0.0598782585469	0.0271033503168	0.0231339809315	0.0151887939188	0.0603932585856	0.13441690108	0.108484664515	0.150913867687	0.287677447757	0.0134024222171	0.0336974017323	0.0857097079586
a31	0.0775570951823	0.0316891774389	0.0266410409772	0.0188549083063	0.0943658961952	0.20992803036	0.103560668172	0.119220953229	0.191309979252	0.0108556780724	0.0258044619108	0.0902121766529
a24	0.0746005713941	0.0297612511463	0.0242376983257	0.0174907444354	0.0862271097317	0.239147146787	0.107165206057	0.11150021641	0.156399246417	0.0100579585908	0.0274876803036	0.115925189551
a31	0.062519946798	0.0241335737154	0.0228074287752	0.0161109434785	0.0713466342439	0.224046348929	0.101180158686	0.111558212137	0.202224738806	0.00946337043027	0.0295536704345	0.125054956517
a28	0.063204162266	0.0248142605718	0.0234430442584	0.0161091898262	0.0638721520813	0.238175369643	0.096133911562	0.105768457379	0.252029036269	0.00886271831009	0.0202503231448	0.087337358839
a24	0.090006449422	0.0325187448573	0.0256405834195	0.0195206409421	0.0879057813604	0.259030286548	0.133717849187	0.10372846446	0.157174912756	0.00467618140336	0.0132820135483	0.072798081613
a8	0.161149549807	0.0560772269524	0.0376423231398	0.0285397179807	0.13535121712	0.206559305516	0.136888086396	0.0936537454867	0.0826376415853	0.00469031393445	0.0113050056828	0.0455058575377
a31	0.159972943269	0.0572793669841	0.0451416510466	0.0332265603269	0.12444891904	0.157472268505	0.0945913587987	0.105474313829	0.144386980528	0.0112462396448	0.0230734668943	0.0436859208459
a46	0.102567649756	0.0361160496614	0.0369374040155	0.027689046109	0.09907670968	0.254727806168	0.0905168062662	0.10086189361	0.156888702509	0.0121203719483	0.0262059409648	0.056291620282
a8	0.115624348585	0.0362803105538	0.0356672840052	0.0257414880363	0.152779309893	0.327349545389	0.0974070987554	0.0661655382033	0.0650699798363	0.0066477339161	0.0161729176549	0.0550944474273
a28	0.166111309528	0.0490600695179	0.0459526473351	0.0314381516788	0.213056749964	0.264646371796	0.0787567702518	0.0518973397344	0.0366575752788	0.00702227517203	0.0152285585516	0.0401721908091
a31	0.139832657509	0.041298417506	0.059060287445	0.0370487952263	0.160748382655	0.181847468932	0.0521453764173	0.0457446439115	0.11143498376	0.021060228724	0.104508848184	0.0452699112697
a39	0.10284997017	0.0269894258353	0.054199419815	0.0333502310754	0.103223146885	0.257679757977	0.0453420121391	0.0339929169705	0.130730600253	0.0241931565747	0.131447156395	0.0560021970899
a33	0.0965190267233	0.0190214999451	0.034235098605	0.0223257593585	0.172958682295	0.424424839326	0.0481229650464	0.0195248239902	0.0487015079177	0.0109795301916	0.051684214465	0.05150208303
a31	0.0621242589078	0.0148232304817	0.0570169022017	0.0381624444528	0.175066808098	0.366609326442	0.0701375950155	0.0288663289967	0.0402848298059	0.0108289750639	0.070265160155	0.06581419501
a24	0.0963455363026	0.0179846696606	0.0686707774006	0.0473851538176	0.131450790033	0.315788688814	0.0776292703385	0.0331267149989	0.040019067602	0.0128902943546	0.078552015385	0.0801570350033
a37	0.134989106768	0.0210596082202	0.0584759244669	0.0397305952725	0.145523026678	0.385235689605	0.0658647574462	0.0203271626663	0.0205574918673	0.0109033741182	0.0377299404617	0.0596033066678
a14	0.111110920256	0.0188057937401	0.0553690748223	0.0363549640908	0.154836478893	0.446830339868	0.0670536461487	0.0154259845554	0.0123237839558	0.0100904050394	0.0234839358206	0.0483146638893
a20	0.0923235500853	0.0177930882467	0.0407470682741	0.0276977536969	0.189237409631	0.481643409956	0.0586718420496	0.0131763005185	0.00938465375193	0.00965475834647	0.0176357112735	0.0420344579631
a28	0.0814932253618	0.0211659997489	0.0345827160914	0.025256622899	0.217911996544	0.452633093319	0.0588445290165	0.0163380245062	0.0116355923506	0.0128975397822	0.0197958457578	0.0474448179877
a5	0.0886009524539	0.029114622583	0.0383679020305	0.0307328372997	0.223278278848	0.375582681106	0.0655795430055	0.0244587235021	0.0188215257835	0.0203290365941	0.0273977875859	0.0577361046626
a17	0.0916570661513	0.0390394741943	0.0449258640102	0.0394224614332	0.198998912949	0.297588663702	0.0763302176685	0.0376457055007	0.0309530715945	0.0318646738647	0.039640861862	0.0719330315542
a21	0.0847227787171	0.0480652860648	0.0544112013367	0.0503957948111	0.171483590983	0.228336667901	0.0855242558895	0.0511360788336	0.0444128718648	0.0451522779549	0.052869043954	0.0834901471847
a8	0.0815734829057	0.0568946336883	0.0631593071122	0.0601670396037	0.149806126994	0.1775454193	0.0875168552965	0.0611705822779	0.0558147786216	0.0566827493183	0.062885709318	0.0867833057282
a31	0.0762206109686	0.0591490988961	0.0623420423707	0.0543139485346	0.117696372331	0.1226863591	0.0669900237655	0.0520981730926	0.0888122028739	0.0847118397728	0.143136983106	0.0718423419094
a20	0.0787604469895	0.0460535682987	0.0605616007902	0.0473018318449	0.14466292411	0.1358718557	0.0458457479218	0.0343505743642	0.0903145632913	0.0886119345909	0.163930457702	0.0637345006365
a3	0.0821916289965	0.0417466277662	0.0753668385967	0.0612935422816	0.20491630137	0.1642656719	0.0508117756406	0.0369573037881	0.0594242114304	0.064356426197	0.0915777259007	0.0670919502122
a20	0.0819887496655	0.0571306715887	0.0851512845322	0.0739660774272	0.191862927123	0.1323123323	0.0626803118802	0.052642804596	0.0597497418101	0.062601760399	0.0732736319669	0.0666396967374
a10	0.0845910432218	0.0680766638629	0.0824856331774	0.0767156838091	0.157415599041	0.1144403011	0.0723937889601	0.0649154781987	0.0666007639367	0.0677827517997	0.0722637706556	0.0723185155791
a31	0.0773900677406	0.0669195439543	0.0777644960591	0.0691398402697	0.131547425014	0.0936296437	0.06216931832	0.0577158180662	0.0870486679789	0.0851292672666	0.125296103552	0.0662498085264
a20	0.0732301359135	0.0523396466514	0.074665305353	0.0617015010899	0.158914707005	0.116189179233	0.0495325691067	0.0420173996887	0.084106497993	0.0858221190889	0.137637567851	0.0638433908421
a7	0.0749495333045	0.0487986415505	0.083261946451	0.07053344903	0.196951389002	0.140204605078	0.0558210323689	0.0447678282296	0.0618886156643	0.068090701363	0.0866832392837	0.068049021614
a11	0.0781612057682	0.0641722471835	0.0885204454837	0.07960597501	0.161936635001	0.113495222026	0.0677957624563	0.0610819294099	0.0666758912214	0.069694572121	0.0773451644279	0.0715149638713
a18	0.0821749285894	0.0736017073945	0.0850834071612	0.0808051133367	0.128518417	0.100517819009	0.0760448674854	0.0716422698033	0.0731459654071	0.0743259540403	0.0774968328093	0.0766427529571
a27	0.0836655561965	0.0770475207982	0.0831252590537	0.0807957444456	0.112992032333	0.096379073003	0.0800353978285	0.0760167482678	0.075929108469	0.0763474080134	0.0781078976031	0.0795582659857
a31	0.0795689120655	0.0748264035994	0.0817514143512	0.0765120044819	0.102347406111	0.0889336976677	0.0735968112762	0.0702701110893	0.0859782161563	0.0845241560045	0.104679365868	0.0770115153286
a39	0.0764146040218	0.0573923871998	0.0828039527837	0.0720051461606	0.14994363737	0.126173112556	0.0626645004254	0.0518857216964	0.0744623643854	0.0751105833348	0.101744775956	0.0693992317762
a31	0.0622415756739	0.0390295250666	0.0748049095946	0.0625893387202	0.156440727457	0.126954075185	0.0496308638085	0.0467512432321	0.0657361804618	0.0747798104449	0.114286012652	0.126755770592
a24	0.0557998462246	0.0442911350222	0.0699401151982	0.0608160029067	0.142142340819	0.096143069395	0.0496734169362	0.0559809824107	0.0722825384873	0.0815261061483	0.124713610884	0.146690853531
a28	0.0694606920749	0.0612348266741	0.0802031417327	0.0741130643022	0.154347900273	0.102729154798	0.0657588309787	0.0645034208036	0.0696719328291	0.0731174220494	0.088404493628	0.0964551278437
a21	0.077225159025	0.0725781372247	0.0854052272442	0.0811174047674	0.123118844758	0.0943320099327	0.0747539586596	0.0729763202679	0.0746382592764	0.0760760893498	0.0823141545427	0.0854644409479
a31	0.070157994675	0.0667901174082	0.0779686790814	0.0739112602558	0.106137406253	0.0835224649776	0.0684889145532	0.0727533634226	0.0781615497588	0.0817198011166	0.0987120415142	0.121676381983
a39	0.062249468225	0.0543248274694	0.0735306363605	0.0675743454186	0.162097618751	0.101257096659	0.0597802115177	0.0620605178075	0.0682834305863	0.0727729983722	0.0930484555047	0.123020350661
</S>	0.0643980191125	0.0515413537347	0.0763376031802	0.0695245977093	0.222556259375	0.126661663329	0.0604364357589	0.0548646389037	0.0572826112932	0.0598994791861	0.0701631152524	0.0863341753305
