 	io	non	ho	niente	da	mangiare	</S>
a8	0.088302505	0.04957139625	0.0788129055	0.078264975	0.0997098015	0.113000827	0.492337575
a31	0.0929648076667	0.0467922254167	0.0744910221667	0.0319521668	0.0988831775	0.377038693667	0.277877873645
a8	0.108040541889	0.0694525484722	0.0563267010556	0.0438302340667	0.0754773395	0.547724514556	0.0991481121937
a20	0.150069883963	0.109851592824	0.114215920352	0.0838562680222	0.0843320631667	0.354247668185	0.103426613065
a31	0.142758014654	0.095568115608	0.144205931784	0.269413479341	0.0682389090556	0.177548143728	0.102267414022
a14	0.127049148218	0.088464816536	0.153929128928	0.380492526447	0.0975706410185	0.078854615576	0.0736391243407
a31	0.109396608073	0.0764635088453	0.169795782976	0.376565075482	0.15743573034	0.0488513275253	0.0614919526469
a13	0.0969130913577	0.0592182596151	0.145061625992	0.422476925161	0.152074360113	0.0329399225084	0.0913157854156
a37	0.101333560453	0.0550586115384	0.103064720331	0.504177408387	0.095019123371	0.0271893065028	0.114157234139
a10	0.0950105834843	0.0538339655128	0.0673262414437	0.643608216129	0.043293235457	0.0213830021676	0.075544763713
a20	0.0708319388281	0.0418148345043	0.0368984354812	0.75104621871	0.0177991365523	0.0169417045225	0.0646677512377
a7	0.0533895379427	0.0256900891681	0.0149255504937	0.833804706237	0.00777787981743	0.0103153533075	0.0540969247459
a18	0.0494538209809	0.0239356377227	0.0098912354979	0.856022818746	0.00715728750581	0.00873833743583	0.0448009092486
a44	0.0657662066603	0.0341686555742	0.0180133898326	0.820741656249	0.0151409181686	0.0111140754786	0.0350551204162
</S>	0.0799553463302	0.0418548577871	0.0257132714163	0.785220128124	0.0217191320843	0.0135024027393	0.0320349012081
