 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	0.019462669	0.0742091615	0.074085633	0.081452926	0.0846131875	0.1473898765	0.10659398	0.137802545	0.2743900325
a31	0.028679305	0.322174543833	0.109872716	0.0742102163333	0.0684163851667	0.1383500735	0.0884244283333	0.0607405873333	0.10913175278
a46	0.0241240328333	0.422241087944	0.0915525636667	0.0281130351111	0.0395284743889	0.112091759167	0.203032337778	0.0328694721111	0.0464472658733
a8	0.0294674167778	0.339076552648	0.0964305878889	0.031100387037	0.0577535147963	0.135864199722	0.247247327259	0.024087599537	0.0389724289578
a20	0.0478339762593	0.369556627549	0.159809689296	0.0570332490123	0.0971513649321	0.110720554907	0.10680369542	0.0138256953457	0.0372651719859
a31	0.0584915380864	0.344785969183	0.216783346432	0.0494156790041	0.0762661719774	0.0761457433023	0.12736201014	0.0197134701152	0.0310361093286
a20	0.0611206960288	0.302486863061	0.233533492144	0.0858197590014	0.0600294876591	0.0534149154341	0.136851413713	0.0291629183717	0.0375804484429
a13	0.0555860420096	0.376342527687	0.234126187381	0.112138656334	0.058135593553	0.036879832478	0.0611215062377	0.0220701095572	0.043599535481
a14	0.0629866540032	0.434640259229	0.24828819246	0.106608808778	0.0434627211843	0.0241700731593	0.0324616284126	0.0132919082857	0.0340897661603
a0	0.0914698246677	0.33761354641	0.26784253082	0.167013802926	0.0483266777281	0.0210532837198	0.0245232148042	0.0129599697619	0.0291971483868
a31	0.0969349082226	0.32110552547	0.26301226694	0.136490101742	0.0345020169094	0.0160782539066	0.0637053952681	0.0316748279206	0.0364966901289
a37	0.0723532084075	0.323051455157	0.221703752313	0.091015768014	0.0753994516365	0.0282570093022	0.075810970756	0.0486479226402	0.0637604527096
a35	0.0479035468025	0.415233915052	0.184725870771	0.0974561680047	0.0958349025455	0.0319166977674	0.0332882023853	0.0334209848801	0.0602197059032
a17	0.0406134292675	0.493323915017	0.207944986924	0.0956552280016	0.0585682918485	0.0264053405891	0.0200550645951	0.0214879352934	0.0359457913011
a31	0.0360910957558	0.546244098339	0.196686953975	0.0748022913339	0.0389897539495	0.0239572201964	0.0271875155317	0.0249007914311	0.0311402924337
a15	0.0291483925853	0.53839557278	0.159049792992	0.0559685724446	0.0326203396498	0.0315550847321	0.0347999365106	0.0446026318104	0.0738597284779
a31	0.0234177935284	0.420873957593	0.131817847664	0.0700311108149	0.0443769528833	0.0449510849107	0.0400756335035	0.0880890219368	0.136366626159
a46	0.0285706828428	0.397402492531	0.138912872555	0.0695311769383	0.0397477462944	0.0460214706369	0.0479050111678	0.0973809106456	0.13452764872
a35	0.0350316499476	0.362318824177	0.165405697518	0.0755919956461	0.0478069550981	0.0664758812123	0.0466411737226	0.0787940115485	0.12193383624
a20	0.0267059409825	0.334114154726	0.129957875839	0.079936559882	0.075030708366	0.0926011690708	0.0441067645742	0.0800423105162	0.137504535413
a31	0.0196635289942	0.462741338242	0.0947054652797	0.061560181294	0.0644144794553	0.0713439240236	0.0381122541914	0.0691667261721	0.118292111804
a17	0.0263874593314	0.523280172747	0.117434268427	0.0489145087647	0.0344380471518	0.0455968390079	0.0512731040638	0.0629850093907	0.0896906206013
a20	0.0512990984438	0.389616817582	0.145655629476	0.0612248379216	0.0436790713839	0.0615011030026	0.0778990113546	0.0750983831302	0.0940260835338
a8	0.0756907294813	0.280069742527	0.121511861492	0.0768462426405	0.084525932128	0.0829755276675	0.0847718537849	0.0847461530434	0.108862001178
a23	0.0907148918271	0.191647124176	0.101546348831	0.0870579942135	0.116011987376	0.0979177492225	0.0927542712616	0.0973016163478	0.125048050393
a46	0.0960539392757	0.152372558059	0.097151778277	0.0924372214045	0.119596115792	0.103271839741	0.103920730421	0.106380162116	0.128815646798
a8	0.0979402097586	0.135436309353	0.099234734759	0.0965101604682	0.115881196931	0.105342333247	0.111954586807	0.111234274039	0.126466192266
a31	0.0768235785862	0.348129136451	0.0852883175863	0.0707319481561	0.0809046106437	0.0756390244157	0.087327013269	0.0839739333463	0.0911824197553
a17	0.0480077991954	0.458511258817	0.0906938685288	0.046124203052	0.0408677038812	0.0599425314719	0.0924562887563	0.0809854064488	0.0824108922518
a31	0.0374557350651	0.398331999606	0.0929549128429	0.040847526684	0.0292912332937	0.0588536474906	0.107362541585	0.12330737215	0.111594979084
a37	0.041470141355	0.391471333202	0.0975111176143	0.045947747228	0.0305067727646	0.0520370961635	0.105743169195	0.12665309405	0.108659471361
