 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
a31	0.0030255073	0.0025626633	0.000776578345	0.001342900605	0.01600500345	0.02220005975	0.08566475	0.248657015	0.15994926	0.272715185	0.18710113345
a23	0.0348018943667	0.174048718833	0.00876251457833	0.0160875208383	0.00872852378333	0.01554685775	0.0853697166667	0.302815951667	0.130138278333	0.160120750433	0.06357934845
a31	0.0443727876722	0.241621909611	0.0113578140661	0.0209420482614	0.00592698492678	0.0120378004533	0.0404079618889	0.482955873889	0.064084563111	0.0544310404443	0.0218612547607
a37	0.0524263787741	0.20808555987	0.0176483722287	0.0506856754025	0.0110397276413	0.0179367023544	0.0300897946296	0.525395357963	0.0488745913703	0.0216100006814	0.0162078425309
a39	0.105779352925	0.211702539957	0.0281857064096	0.0690434311342	0.0155834638804	0.0234705704515	0.0345662492099	0.278726625988	0.145693135457	0.0354722425605	0.051776666177
a17	0.139240270975	0.285254513319	0.0226767271365	0.0357095323781	0.0112584299601	0.0156657474838	0.0342426817366	0.177497831996	0.175427817819	0.0414021565202	0.061624271059
a11	0.148552266992	0.46323740444	0.0170359963788	0.0224527424594	0.00922519232003	0.0135383974946	0.0317191509122	0.101246627999	0.100815545273	0.0393409528401	0.0528357380197
a31	0.132705355664	0.437353168147	0.0121631253596	0.0164039301531	0.00566470370668	0.00923171143153	0.0188835551374	0.152205063333	0.114297848424	0.0488287659467	0.0522627836732
a20	0.123410321888	0.280892369382	0.0115275736865	0.015553535051	0.0228421758356	0.0483640154105	0.0243503482125	0.167675815111	0.119732996141	0.0871130153156	0.0985378422244
a31	0.103666587296	0.175082776461	0.0151818592288	0.0395931296837	0.0355801662785	0.0718969151368	0.0402593717375	0.238630665704	0.078040603047	0.0918422151052	0.110225727408
a24	0.0882568457653	0.130063655487	0.0159097094096	0.0439434045612	0.0304955097595	0.0587380983789	0.0381362662458	0.261484375235	0.0737856386823	0.116639701702	0.142546799136
a31	0.0779133135884	0.0822197584957	0.0156184494699	0.0480851461871	0.0368644265865	0.067634622793	0.0621100307486	0.222604255078	0.0809449895608	0.141772433901	0.164232606379
a8	0.0979618495295	0.0772171428319	0.02092007949	0.0524222910624	0.0530717838622	0.098166940931	0.0808458455829	0.215689773693	0.0703797841869	0.1209819213	0.112342608793
a31	0.0957553515098	0.0623142316106	0.0192793319967	0.0377283316875	0.0535208496207	0.101889360977	0.0873202971943	0.210322826564	0.076546405729	0.1455506771	0.109772319598
a24	0.0954806321699	0.0648700812035	0.0212326311656	0.0339680008958	0.0454943165402	0.0882852909923	0.0933804460648	0.217998165521	0.0798210285763	0.1692002357	0.0902691765327
a6	0.17312083739	0.100233113735	0.0332818260552	0.0271399792986	0.0600788055134	0.132893113664	0.0829546336883	0.115425731174	0.0665588328588	0.137297855233	0.0710153105109
a31	0.140851551697	0.072875634245	0.0255398470184	0.0274816407662	0.0581208418378	0.129504354555	0.0776401695628	0.114176936391	0.0806353442863	0.162315108411	0.11085857517
a20	0.112173643132	0.091195034415	0.0284905973395	0.0328837725887	0.0434119622793	0.089993948185	0.0706499668543	0.12051732713	0.0888779680954	0.201817572804	0.119988165057
a31	0.102013728877	0.096913829005	0.0293236131798	0.0332428261962	0.0386727214264	0.0761314760617	0.0567838776181	0.0986501373767	0.0958094493651	0.225594067601	0.146864255019
a23	0.083296467459	0.0953668672017	0.0261055891266	0.0339006797321	0.0287954578088	0.0561001400206	0.053064734206	0.100573865792	0.104988613122	0.265434452534	0.152373121673
a28	0.114109687486	0.135611335734	0.0415079217089	0.0470006379107	0.0531782926029	0.0965499813402	0.059054217402	0.0796243439307	0.090146954374	0.190886444178	0.0923301772243
a31	0.078243473662	0.089417877578	0.033593677903	0.0549019033036	0.0620456468676	0.10864313378	0.0425363434673	0.0653546599769	0.089249641458	0.232183764726	0.143829865741
a0	0.0567048073873	0.0787133781927	0.0247655599677	0.0498758661012	0.0290396539559	0.0545504575933	0.0400236244891	0.0844178199923	0.0979016488193	0.344855094909	0.13915206858
a28	0.0914621324624	0.135346772731	0.0483227379892	0.0727607397004	0.0263680119853	0.0474108621978	0.0433866188297	0.0716032133308	0.0967599779398	0.274573680303	0.0920052495267
a35	0.101308345487	0.167203824244	0.0640694676631	0.0900676065668	0.0382316389951	0.0547273507326	0.0342597389432	0.0413636267769	0.10147855098	0.186554328768	0.120735523176
a8	0.0855363764957	0.164538534748	0.056935223221	0.0742408188556	0.0502453129984	0.0549604369109	0.0346213873144	0.0345011369256	0.111150175327	0.184664536256	0.148606081059
a20	0.0925028854986	0.151962738249	0.0519860600737	0.0689257096185	0.0704788609995	0.066255005637	0.0418652981048	0.0362847146419	0.101291965109	0.174366758752	0.144080023686
a31	0.0843638551662	0.131362669416	0.0479453933579	0.102692483206	0.0604520163332	0.056635497879	0.0362840560349	0.0428707605473	0.088371321703	0.188821686251	0.160200261229
a37	0.0754530517221	0.154588009805	0.0590832511193	0.123710771069	0.0399610274444	0.0422676536263	0.030160964345	0.0446315198491	0.0805679455677	0.191079032084	0.158496753743
a31	0.074623549574	0.160488214935	0.0602229660398	0.099882697023	0.0319376561481	0.0358545128754	0.0306040004483	0.0619762639497	0.0969898868559	0.189064790695	0.158355401248
a37	0.0769275221913	0.169778669978	0.0646080543466	0.097021842341	0.0299029023827	0.0349206989585	0.0317472991494	0.0689208203166	0.099129954952	0.176566863565	0.150475330416
a19	0.0914917473971	0.185733466659	0.0834949097822	0.101303539114	0.0518213084609	0.0560079076528	0.0498120087165	0.0618774224389	0.081681170984	0.130253376188	0.106523123472
a35	0.0940693424657	0.141248308886	0.0839608415941	0.093350198038	0.076841189487	0.0764223825509	0.0689983562388	0.0713737641463	0.0840201969947	0.112203113729	0.0975122844907
a20	0.109251967489	0.117289906295	0.0799300605314	0.0907343526793	0.0915543984957	0.0877348641836	0.0786829854129	0.0746329113821	0.0821304623316	0.097485216243	0.0905728548302
a31	0.093333799163	0.113661838765	0.0656330681771	0.145588290893	0.0742094441652	0.0717612827279	0.0636263518043	0.088704213794	0.0723409407772	0.106050823748	0.105089928277
a39	0.0754518263877	0.144427299588	0.0633892807257	0.164880213631	0.0514113257217	0.0529444362426	0.0465038906014	0.0848243832647	0.0679799182591	0.130396114583	0.117791332759
a31	0.0681416971292	0.129947263196	0.0556070059086	0.101258607877	0.0382944115739	0.0408248397475	0.0408770422005	0.0904215630882	0.104356790753	0.173264214861	0.15700660092
a28	0.0662379673764	0.115133444399	0.0575625926362	0.0829131092923	0.0409457551913	0.0435258069158	0.0462615177335	0.0995673710294	0.117217923584	0.168816714954	0.16181782564
a20	0.0854569991255	0.136602141466	0.0812372392121	0.0966336780974	0.0640689750638	0.0666604776386	0.0651624395778	0.0828011723431	0.0922443678613	0.118367061651	0.11076544388
a8	0.0937899897085	0.120033023822	0.0866316217374	0.0983804410325	0.0784238216879	0.0795831678795	0.0774907051926	0.0824507261144	0.0872397759538	0.100196455884	0.0957802546267
a13	0.101219768236	0.105695597941	0.0862643825791	0.0994173570108	0.0860057885626	0.0859651959598	0.0838714683975	0.0835548673715	0.0855935119846	0.0918996939613	0.0905123682089
a44	0.104332434412	0.100023859314	0.085752026193	0.10076387567	0.0884101055209	0.0879892906533	0.0860207247992	0.0837870044572	0.0849010939949	0.0891864479871	0.0888331480696
</S>	0.104757722206	0.098008599657	0.0859653210965	0.098769072835	0.0892513747605	0.0887257183266	0.0869409003996	0.0843741222286	0.0853986419975	0.0890869789936	0.0887215670348
