 	viene	fabbricato	</S>
a31	0.45475917	0.084338024	0.46090278
a24	0.612881656667	0.102786290667	0.284332033333
a31	0.668548465556	0.126385963556	0.205065573444
a18	0.637024365185	0.181162404519	0.181813223481
a31	0.554737458395	0.229544411506	0.215718104494
a37	0.607763949465	0.194762937169	0.197473088165
a31	0.445783674488	0.14324003239	0.410976276055
a20	0.432979426163	0.134544360797	0.432476205352
a41	0.557611105388	0.258772153599	0.183616721784
a31	0.399463618463	0.313853584533	0.286682780595
a35	0.349148726154	0.314106688178	0.336744593532
</S>	0.422088478077	0.362351934089	0.215559596766
