 	venne	scritto	</S>
a29	0.43052236	0.185161345	0.384316275
a24	0.68004629	0.123389791	0.196563928642
a37	0.846387813333	0.0880813763333	0.0655308156557
a29	0.904515137778	0.0735247777778	0.0219600620649
a13	0.805538312593	0.145714751593	0.0487469084016
a11	0.514548010864	0.228915713864	0.256536269467
a31	0.385304476955	0.323832074621	0.290863461822
a39	0.488151038985	0.36735746154	0.144491497607
a18	0.565092472995	0.27884859718	0.156058917536
a8	0.563546837665	0.255305005727	0.181148155845
</S>	0.564918418833	0.250915102863	0.184166482922
