 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.1956694385	0.070039012	0.058636705	0.045911451	0.0395189685	0.0315155025	0.23953934	0.31916959
a39	0.221980882833	0.143406460667	0.219608141667	0.03685496	0.0397624448333	0.0253473801667	0.164920748667	0.148119019333
a41	0.170958594278	0.159742578556	0.374495380556	0.0636273956667	0.0432884842778	0.0298704100556	0.080613573889	0.077403619111
a39	0.156809381426	0.121518111185	0.313082860185	0.103813635222	0.161211964759	0.0316711020185	0.0506782282963	0.0612147397037
a20	0.168406440475	0.161285767062	0.177941912728	0.120232813407	0.26263546492	0.0328052893395	0.0336787924321	0.0430135545679
a0	0.226755083492	0.215726449021	0.0777914942427	0.0971700428023	0.247299834973	0.0354884681132	0.0416742924774	0.0580943545226
a31	0.181260569497	0.155541643007	0.0567541787476	0.177047550934	0.281099141658	0.0332949287044	0.0582204108258	0.0567815569409
a13	0.109678894832	0.0878676410023	0.0680534029159	0.244561633645	0.379602423886	0.0245476452348	0.0497212152753	0.0359671314136
a17	0.114529238277	0.0782228823341	0.055678960972	0.161934064548	0.355222451295	0.0263233244116	0.0505368547584	0.157552202471
a31	0.119548309426	0.078062112778	0.0589193069907	0.104774441516	0.220067293765	0.0479785328039	0.115160722919	0.25548922749
a3	0.152845393142	0.0841306942593	0.0707858989969	0.115449343839	0.191402147922	0.060644702268	0.14894033764	0.175801440163
a46	0.168072934381	0.0763404020864	0.0859215513323	0.152779534613	0.206952249307	0.069078418756	0.14009665588	0.100758231054
</S>	0.15197261719	0.0679434270432	0.104608988166	0.167302717307	0.191831974653	0.080930864378	0.14991397794	0.085495425527
